Time (s),Accel X (m/s^2)
0.0057256221771240234,0.1426256913447374
0.11167597770690918,0.14222116974801335
0.21764063835144043,0.14230367845239672
0.32358217239379883,0.14260784598929477
0.42964792251586914,0.14240954641969722
0.5355994701385498,0.14248259087939866
0.6415302753448486,0.14209679560835362
0.7475028038024902,0.1425098286494485
0.8535237312316895,0.14229018688954947
0.9594740867614746,0.1425270065505688
1.065537452697754,0.1423967302588249
1.1700489521026611,0.14218598914234865
1.2759313583374023,0.14265382042396382
1.3818778991699219,0.14237857975973708
1.4878439903259277,0.14241857225687318
1.593796730041504,0.142420500013762
1.6997647285461426,0.14244773156185825
1.8057329654693604,0.14253895729951946
1.9116957187652588,0.142576339398416
2.0176169872283936,0.14231871615023328
2.1236937046051025,0.14237509361961587
2.228203058242798,0.1424794079823576
2.3340651988983154,0.14244146434446417
2.4399607181549072,0.14249625640293395
2.545862913131714,0.14264310744625774
2.6517860889434814,0.1425394323914027
2.7577781677246094,0.1424578990114369
2.8637335300445557,0.1425199822759473
2.9696462154388428,0.14245705335575745
3.0756359100341797,0.14265347558364957
3.1815378665924072,0.1426325992643908
3.287410020828247,0.1426899808048489
3.393260955810547,0.14266308629145957
3.4991543292999268,0.14252372423426335
3.6050796508789062,0.1425881932499598
3.7110884189605713,0.1423062452900775
3.8169968128204346,0.14230462223667292
3.922894239425659,0.14243304674951338
4.028810501098633,0.14262610165029496
4.134713649749756,0.1424165413543308
4.240595102310181,0.14248758216064597
4.346528053283691,0.1424330600943468
4.45242714881897,0.14154891913402287
4.558286190032959,0.14951695185857625
4.664168834686279,0.15902213294628398
4.7701051235198975,0.13018343536935095
4.876007556915283,-0.036328839887512565
4.9818642139434814,-0.3102552902927398
5.087770700454712,-0.11653312743705069
5.193639278411865,-0.24465494588950776
5.299534559249878,-0.30497802743125924
5.405418634414673,-0.2759197794399828
5.511339902877808,-0.25150104910031246
5.617222785949707,-0.26365892210802855
5.723156213760376,-0.2632380908626182
5.829116106033325,-0.2605309647994236
5.935356378555298,-0.3018937321790123
6.04128885269165,-0.31316654783524456
6.14719557762146,-0.27569825605632836
6.2530858516693115,-0.2334027409376569
6.358979940414429,-0.07257106926066026
6.464901685714722,0.05338501626638692
6.570862293243408,0.182963010049785
6.676800727844238,0.1558353155407437
6.782735586166382,0.14190732367125225
6.888706922531128,0.13783279440159357
6.9946043491363525,0.14233740701472078
7.100604772567749,0.140872133260137
7.206031322479248,0.1427510448540794
7.311355829238892,0.1426848339818569
7.41729211807251,0.14269644191447292
7.523199796676636,0.14748560257639165
7.629056930541992,0.151627050608475
7.735079050064087,0.20486352997939905
7.840997695922852,0.07156145272512937
7.946842432022095,-0.46543716942598135
8.05269455909729,-0.5235136137378626
8.158547163009644,-0.2502157362432875
8.264420509338379,-0.2093148530372151
8.370311260223389,-0.23082121885351548
8.476224660873413,-0.3948615529797852
8.582091093063354,-0.18677460040680494
8.687997579574585,-0.23160429521027126
8.793885946273804,-0.16555524429515778
8.899781465530396,-0.19743733641971417
9.005730628967285,-0.35123422366034873
9.11164665222168,-0.5345540198346246
9.217530012130737,-0.277484949994931
9.323421716690063,0.1428007633705226
9.429311275482178,0.16312070216710128
9.535203456878662,0.160958784660588
9.641029596328735,0.14101901431139677
9.746715545654297,0.14002791842521556
9.849786043167114,0.14225936349343257
9.952513217926025,0.14248869474715237
10.05518627166748,0.14237114151147745
10.157798051834106,0.14244634937189896
10.260391235351562,0.14255032277157603
10.362977504730225,0.14250922011102246
10.46558690071106,0.14261304096319324
10.568651676177979,0.14234824226341933
10.671709537506104,0.14252919377099343
10.77552056312561,0.1428013577488845
10.878521203994751,0.14236134798874522
10.981135368347168,0.14260951081787576
11.083781957626343,0.1428020956032424
11.18637228012085,0.14264231688872914
11.28898549079895,0.14424317112963603
11.391583442687988,0.1424703480051221
11.494224786758423,0.1422753474774388
11.596838235855103,0.14240733305891679
11.699466943740845,0.14263828094278178
11.802074670791626,0.14280617908684234
11.904686689376831,0.14258162271525077
12.007343292236328,0.1426372444183793
12.10998272895813,0.14277607332715658
12.212565183639526,0.142716681097954
12.315182447433472,0.14264928134771285
12.417823076248169,0.1427757248232785
12.52048397064209,0.14300032409492106
12.623088598251343,0.14302223802201328
12.725723505020142,0.14266957504217492
12.828330755233765,0.14314584126983157
12.930916786193848,0.14280097736214117
13.0335533618927,0.14265844602434802
13.136319875717163,0.14248274057367633
13.239038228988647,0.14266650133263603
13.341697216033936,0.14239136394414006
13.44435167312622,0.14267181347933788
13.547008037567139,0.14267100016839973
13.649670839309692,0.14261805037748693
13.75234317779541,0.14275904116894994
13.855005979537964,0.14255544879795976
13.95768117904663,0.1425364763644225
14.060338735580444,0.14261142425665846
14.162976026535034,0.14263251803563037
14.265618562698364,0.1426755884637991
14.368292808532715,0.14282516308392798
14.470988512039185,0.14258274979601837
14.573659896850586,0.1426257928740507
14.676330327987671,0.1428129779458273
14.781763076782227,0.14264439135030096
14.887812852859497,0.1428496917006247
14.993823051452637,0.14235692388975524
15.099842309951782,0.14247043380915547
15.205835819244385,0.14241984709015923
15.31184720993042,0.14244491718458888
15.417867660522461,0.1428161268294387
15.523880004882812,0.14248004085072252
15.629889488220215,0.14263404046766526
15.735324621200562,0.14307193883827862
15.841326713562012,0.1426109525790621
15.947308540344238,0.14293544160481916
16.053319692611694,0.14269445158578759
16.15929937362671,0.14267791042554226
16.265236139297485,0.1426371244529694
16.37117862701416,0.1421549555353676
16.477128982543945,0.1424821661544848
16.583152770996094,0.14267877499667064
16.68915820121765,0.14229463625234168
16.795133113861084,0.14252454327791583
16.901084423065186,0.14275523158128475
17.00710129737854,0.14236762309951717
17.111623525619507,0.14259414953317004
17.217514276504517,0.1424807125132776
17.323441743850708,0.1426660020917895
17.429490566253662,0.14240733305891679
17.535436391830444,0.14271502777759418
17.641348123550415,0.14264918914772398
17.747384071350098,0.14240412911722333
17.85333752632141,0.14224838985430954
17.959285259246826,0.14220071438084167
18.065186977386475,0.14253458050887596
18.17116117477417,0.1425753627763251
18.277052640914917,0.1424484545560197
18.382957458496094,0.14258823368691959
18.488893270492554,0.14264493242547846
18.594873428344727,0.14248173013449236
18.700840950012207,0.1425169761216356
18.806764602661133,0.14234492110576918
18.912750244140625,0.14291837312873107
