Time (s),Filtered Accel X (m/s^2),Position (m)
26.069518327713013,0.14276428032064842,25.295409125869295
26.172239542007446,0.14235501423835917,25.55253239476932
26.278310775756836,0.14255793215082313,25.8196192007442
26.384096384048462,0.14241466576634879,26.08758329506116
26.48890209197998,0.14239076431624165,26.354637177774443
26.591918468475342,0.14241075614069146,26.6186560364268
26.694627285003662,0.14215865910833816,26.883390492084555
26.797309398651123,0.14282740263958613,27.149557609113643
26.89995527267456,0.1426703690717844,27.41713373218257
27.0026273727417,0.14282405756927846,27.686282815970348
27.10530114173889,0.142699935301332,27.9569411677079
27.207921028137207,0.14232514176964636,28.228959964603746
27.31056261062622,0.14405179489722675,28.502541085663474
27.413229942321777,0.14234173511008197,28.777699982827862
27.515882968902588,0.1436283116401892,29.054328486851993
27.61855173110962,0.1426975937602949,29.332507404593223
27.72122287750244,0.142507112430465,29.612198942811595
27.823834896087646,0.14252557355806428,29.89323088029563
27.926471710205078,0.14266150544030481,30.1758322647299
28.029147386550903,0.14225204336627822,30.460042910562127
28.131993770599365,0.14255498038238032,30.746231369617615
28.23472309112549,0.142643993995989,31.033598797715573
28.339192152023315,0.14216443158995068,31.327375123124604
28.44192361831665,0.1425280335258289,31.617780480464454
28.544609546661377,0.14225581003097493,31.90955863862991
28.647399425506592,0.1425700051070669,32.20313599707604
28.75006628036499,0.14255026088805817,32.49786476381749
28.85272479057312,0.14255490511245544,32.794072005016254
28.955345153808594,0.14249798261986646,33.09167053222301
29.05799388885498,0.14241813654204993,33.39085253705208
29.16063904762268,0.14265276956439385,33.691525494439446
29.263282299041748,0.14248304140772433,33.993694751440664
29.366086959838867,0.14278357866646466,34.29784511223158
29.468799591064453,0.14265273085889,34.60322908769552
29.571465253829956,0.14250817569114752,34.90997731884785
29.674122095108032,0.14243149334824765,35.21820124822942
29.77683162689209,0.1423394398912242,35.52808549828005
29.879525899887085,0.1426305334244915,35.83942596079316
29.98225450515747,0.14257499805426876,36.15237454718354
30.08499312400818,0.1425318347044285,36.466858508878076
30.18775177001953,0.14243005522621566,36.7829085145021
30.290508031845093,0.14244332953738592,37.10045540585372
30.393397092819214,0.14258555512370058,37.4199199812935
30.496126890182495,0.14264774213179485,37.74039577112716
30.59878396987915,0.14212790364559263,38.062146999697525
30.701547384262085,0.14257000207451384,38.38573418365407
30.804290056228638,0.1428691055198941,38.71076080406419
30.907053470611572,0.14292729455401632,39.037360998380855
31.009837865829468,0.1429180636979641,39.3655375155877
31.112650394439697,0.14263610916491962,39.69531363486145
31.215324878692627,0.14247131779957117,40.026151967808914
31.318097352981567,0.14226198423910041,40.358810017323464
31.42084527015686,0.14277118421073928,40.692892534314296
31.523624181747437,0.1425519114678694,41.028581842208006
31.628862380981445,0.14255490511245544,41.37386443160039
31.733008861541748,0.14240284065896575,41.71711903679653
31.83831286430359,0.14253078278094672,42.065759887937
31.944238901138306,0.14281101361991855,42.41805514699183
32.05049681663513,0.14221748499828393,42.77306164900364
32.15688705444336,0.14289185587288797,43.130122566059796
32.26222491264343,0.142743992302565,43.48524270383375
32.36813235282898,0.14264128430241504,43.84387993496586
32.47409749031067,0.14261644832788664,44.204313993810665
32.580005168914795,0.14122029466298064,44.566148846698454
32.68592119216919,0.14236603613343696,44.929603513414314
32.7918164730072,0.14221755906318806,45.29457999497478
32.89774179458618,0.14199527890088295,45.661255286641584
33.00362157821655,0.14250156767228095,46.02936716897028
33.10952639579773,0.14228519758586478,46.399162145292735
33.21549153327942,0.14222392786001412,46.77076539002865
33.321495056152344,0.14239969471492814,47.14410175709639
33.427393674850464,0.14239824783643396,47.51866589712178
33.53329110145569,0.1424107388955361,47.89482276045186
33.63931632041931,0.14273283067492182,48.27303434723435
33.74525737762451,0.14236750581231794,48.65254638324374
33.851158618927,0.14271806769049836,49.033514756648636
33.95702075958252,0.14259500510051018,49.41594084953996
34.06290316581726,0.14247613902161022,49.80003865494677
34.16686201095581,0.1427581054252151,50.178713709161926
34.27135729789734,0.14310263897995049,50.56089776537565
34.37731409072876,0.14236696366499596,50.95001966713225
34.48330855369568,0.14270097422264608,51.340882098456696
34.589189529418945,0.1424038695749879,51.732924914070026
34.695136308670044,0.14247707421312733,52.12681036455236
34.801031827926636,0.14261599333593133,52.522103531245406
34.90695667266846,0.1427075518836156,52.91910597344937
35.012810945510864,0.14293280505857697,53.3174438783927
35.11885190010071,0.14278521575307218,53.71808905382897
35.224859952926636,0.1428475992379761,54.1202153369308
35.329371213912964,0.14281229759464897,54.51823492719689
35.43525695800781,0.14249716647504124,54.92307908817128
35.54116463661194,0.14259396290794416,55.32960641347129
35.64705014228821,0.14256553557109658,55.73764717066274
35.752999782562256,0.1426330321464816,56.147535206594995
35.858901500701904,0.14279858945859966,56.558838136916634
35.9648015499115,0.14287561938310941,56.97173581036324
36.070672035217285,0.14272697752644745,57.386119237072435
36.17651438713074,0.14257052812700352,57.801991652473255
36.28242778778076,0.14275328599542286,58.219742950940685
36.38838720321655,0.14263356643363678,58.63927729537636
36.49433374404907,0.1426191022390517,59.06036207160108
36.60022044181824,0.14286139917142487,59.482809217354706
36.70612549781799,0.14264142061679022,59.90693048684816
36.812066316604614,0.14260166849124814,60.3327961418156
36.9179961681366,0.14286763933352634,60.76021880295818
37.023887634277344,0.14262084608014913,61.189087408492554
37.12983727455139,0.1426358119933929,61.61979288396357
37.23512887954712,0.1428655093078549,62.049410163387115
37.34097671508789,0.14240538160875704,62.48289150592682
37.44690990447998,0.14261109132389707,62.91832167390684
37.552794218063354,0.14267785586653586,63.355149803488686
37.65866279602051,0.14258424507602963,63.79351184046475
37.76404309272766,0.14255899394519014,64.2314393464614
37.869932651519775,0.14256360040095553,64.67307788252687
37.97579026222229,0.14256326479599907,65.11618094242709
38.081634521484375,0.1424116268675269,65.56082492958683
38.18745946884155,0.14253895729951946,66.00698357182563
38.293296098709106,0.14252372423426335,66.45478761506077
38.399139165878296,0.14252674934837276,66.90421555600699
38.505038261413574,0.14268288052280906,67.35547979261197
38.61102223396301,0.14251852239766186,67.80870687144986
38.71699023246765,0.14241322519102448,68.26346629716929
38.82286310195923,0.1424964152645733,68.7194150433858
38.92880630493164,0.14257052812700352,69.17726550371836
39.03478002548218,0.14266059236474113,69.63684879319705
39.14070153236389,0.14270721858472235,70.0978064780617
39.24656009674072,0.14268222079786502,70.5600897015753
39.35245442390442,0.14262476889169381,71.02412872218608
39.458409547805786,0.14261142425665846,71.49003499950958
39.56431174278259,0.1425321148660287,71.9573081786446
39.67018938064575,0.14263559370399456,72.42607149741042
39.77615284919739,0.1424133820622353,72.89681480993316
39.88206386566162,0.1426115805302609,73.36892414991877
39.9879424571991,0.14247975152835535,73.84248698733532
40.09390068054199,0.14264380885469788,74.31800586363126
40.199795722961426,0.14299252302247645,74.79484176486207
