Time (s),Gyro Roll Angle
0.002432107925415039,-7.372000254690647e-05
0.006556034088134766,-7.372000254690647e-05
0.010675430297851562,-7.372000254690647e-05
0.014794111251831055,5.197216523811221e-05
0.018915653228759766,0.00017767888493835926
0.023034334182739258,5.192850949242711e-05
0.027152299880981445,-7.375638233497739e-05
0.031270742416381836,-7.375638233497739e-05
0.035407304763793945,-0.00019942672224715352
0.03952646255493164,-0.00032570824259892106
0.04366803169250488,-0.0004520697984844446
0.04778909683227539,-0.0005778565537184477
0.051908254623413086,-0.0005778565537184477
0.05602526664733887,-0.0007035050657577813
0.060143470764160156,-0.0008291899575851858
0.06426143646240234,-0.0009548602974973619
0.06838750839233398,-0.0010805160854943097
0.07250666618347168,-0.0013324242900125682
0.07662439346313477,-0.0015837649698369205
0.08074212074279785,-0.0018350910977460444
0.08486032485961914,-0.0020864317775703967
0.08897805213928223,-0.002337772457394749
0.09310054779052734,-0.002463559212628752
0.09721946716308594,-0.002589265932328999
0.10133910179138184,-0.0027149508241564035
0.10545754432678223,-0.002840679371729493
0.10957574844360352,-0.002966371539514512
0.1136927604675293,-0.003217668563593179
0.1178123950958252,-0.003469082002993673
0.12193012237548828,-0.003594737790990621
0.12604618072509766,-0.003845991159323603
0.13016366958618164,-0.00409728818340227
0.134291410446167,-0.004348512447904795
0.13840937614440918,-0.004600551619660109
0.14252614974975586,-0.004977453500032425
0.14664340019226074,-0.005354420864023268
0.15076065063476562,-0.005731366400141269
0.1548776626586914,-0.005982648872304708
0.15899395942687988,-0.00623390224063769
0.16311049461364746,-0.0064851701608859
0.16722846031188965,-0.006736379873473197
0.17134523391723633,-0.007113456376828253
0.1754612922668457,-0.007490270945709199
0.17957806587219238,-0.007867172826081514
0.18369555473327637,-0.008244140190072358
0.18781304359436035,-0.008621129381936044
0.19193172454833984,-0.0089982058852911
0.19604945182800293,-0.009375195077154785
0.20016813278198242,-0.009752227924764156
0.2042860984802246,-0.010129260772373527
0.2084043025970459,-0.01050631544785574
0.2125229835510254,-0.01075768523151055
0.21665048599243164,-0.011009011359419674
0.22076940536499023,-0.011260977771598846
0.22488784790039062,-0.011512376659084111
0.2290050983428955,-0.011763673683162779
0.2331218719482422,-0.012014970707241446
0.23723912239074707,-0.012266253179404885
0.24135637283325195,-0.012391894415486604
0.24547457695007324,-0.01251756475539878
0.24959206581115723,-0.012643227819353342
0.2537093162536621,-0.012768869055435061
0.2578279972076416,-0.012894568499177694
0.2619452476501465,-0.013145865523256361
0.2660701274871826,-0.013397162547335029
0.2701900005340576,-0.013649070751853287
0.2743070125579834,-0.01377471926389262
0.2784242630004883,-0.013900367775931954
0.28254103660583496,-0.014025994460098445
0.28665733337402344,-0.01415162842022255
0.2907752990722656,-0.014277284208219498
0.2948918342590332,-0.014402925444301218
0.2990086078643799,-0.014528559404425323
0.30312514305114746,-0.014654171536676586
0.30724215507507324,-0.01477982004871592
0.3113589286804199,-0.01503108796896413
0.3154942989349365,-0.015282952517736703
0.3196146488189697,-0.01566096761962399
0.3237333297729492,-0.01591239561093971
0.3278820514678955,-0.016165351553354412
0.332003116607666,-0.0162912328960374
0.3361802101135254,-0.016418656741734594
0.340301513671875,-0.016670288459863514
0.3444201946258545,-0.016795987903606147
0.3485386371612549,-0.016921665519475937
0.35265660285949707,-0.017047335859388113
0.35677337646484375,-0.017172984371427447
0.36089086532592773,-0.01729863288346678
0.3650081157684326,-0.017424281395506114
0.3691256046295166,-0.01754993718350306
0.3732447624206543,-0.01767564390320331
0.3773634433746338,-0.017801336070988327
0.3814995288848877,-0.0179272101377137
0.3856208324432373,-0.018053331586997956
0.38976216316223145,-0.01817969314288348
0.3939247131347656,-0.01843362406361848
0.39804625511169434,-0.018685357645154
0.40216517448425293,-0.018936741980724037
0.4062819480895996,-0.019188009900972247
0.4103989601135254,-0.019439306925050914
0.4145317077636719,-0.019565421098377556
0.41864967346191406,-0.019691098714247346
0.42276716232299805,-0.01994241029024124
0.42688465118408203,-0.020193736418150365
0.4310014247894287,-0.02057063829852268
0.4351184368133545,-0.020947540178894997
0.4392359256744385,-0.02132450754288584
0.44335293769836426,-0.021701474906876683
0.4474823474884033,-0.02207839861512184
0.4516017436981201,-0.022456653823610395
0.4557199478149414,-0.022833664843346924
0.4598371982574463,-0.023210610379464924
0.46395349502563477,-0.02371311711613089
0.46807098388671875,-0.024215711164288223
0.47218918800354004,-0.02471845073159784
0.476306676864624,-0.025221044779755175
0.4804236888885498,-0.025723609724082053
0.4845428466796875,-0.026226407499052584
0.48867034912109375,-0.026604313461575657
0.49279069900512695,-0.026855799660552293
0.49691152572631836,-0.02710728585952893
0.5010309219360352,-0.02723301440710202
0.5051496028900146,-0.027358706574887037
0.5092682838439941,-0.027484398742672056
0.5133864879608154,-0.027735753974411637
0.5175049304962158,-0.027987109206151217
0.5216226577758789,-0.02823844988597557
0.5257594585418701,-0.028490925615187734
0.5298888683319092,-0.028742397262249142
0.5340087413787842,-0.028994436434004456
0.538165807723999,-0.029248003556858748
0.5422844886779785,-0.029373761208262295
0.5464017391204834,-0.029499424272216856
0.5505185127258301,-0.029625050956383348
0.5546505451202393,-0.029751136025879532
0.5587713718414307,-0.029876900953240693
0.5629088878631592,-0.030003160645719618
0.567030668258667,-0.030128954676911235
0.5711491107940674,-0.0303803535643965
0.5752675533294678,-0.03063170879613608
0.57938551902771,-0.030883049475960433
0.583503246307373,-0.03100871981587261
0.5876219272613525,-0.03113441198365763
0.5917425155639648,-0.031260169635061175
0.5958621501922607,-0.03138586907880381
0.5999796390533447,-0.0315115466946736
0.6040971279144287,-0.031637202482670546
0.6082150936126709,-0.03188852861057967
0.6123547554016113,-0.03201420622644946
0.61647629737854,-0.0321406259899959
0.6205956935882568,-0.03226633998565376
0.6247141361236572,-0.03239203942939639
0.6288340091705322,-0.032517760701011866
0.6329522132873535,-0.032769145036581904
0.6370792388916016,-0.03302099503343925
0.6411981582641602,-0.03339813702041283
