Time (s),Accelerometer Pitch Angle
0.002445697784423828,-0.7280230945870028
0.006566762924194336,-0.7280230945870028
0.010698318481445312,-0.73778986112455
0.014816522598266602,-0.7546981202068419
0.01893925666809082,-0.7546981202068419
0.023058414459228516,-0.7477223647471671
0.02717137336730957,-0.7477223647471671
0.031286001205444336,-0.7578274953917423
0.03554034233093262,-0.7578274953917423
0.039658308029174805,-0.7617223688354426
0.04378056526184082,-0.707235422251113
0.047894954681396484,-0.707235422251113
0.05200958251953125,-0.7042116937916968
0.05612349510192871,-0.7042116937916968
0.06023812294006348,-0.6835582172722212
0.06435251235961914,-0.6971600363454968
0.06847572326660156,-0.6971600363454968
0.07262849807739258,-0.7448541899780203
0.07674384117126465,-0.7448541899780203
0.08085918426513672,-0.6907281014016954
0.08497285842895508,-0.7006020609116287
0.08908700942993164,-0.7006020609116287
0.09320211410522461,-0.6942128205822986
0.09731698036193848,-0.6942128205822986
0.10143542289733887,-0.6875708104655782
0.10554933547973633,-0.6875708104655782
0.1096642017364502,-0.7113951140177451
0.11377859115600586,-0.7452965839166946
0.11789321899414062,-0.7452965839166946
0.12200736999511719,-0.7450753212824031
0.12612175941467285,-0.7450753212824031
0.13023710250854492,-0.7726564594203655
0.13436460494995117,-0.7388859447524929
0.13848423957824707,-0.7388859447524929
0.14260029792785645,-0.7494115384794002
0.14671540260314941,-0.7494115384794002
0.15083026885986328,-0.7325119785405209
0.15494418144226074,-0.7325119785405209
0.15906405448913574,-0.7252242990592521
0.16324639320373535,-0.7487883241704959
0.16736197471618652,-0.7487883241704959
0.1714770793914795,-0.7109305564673813
0.17559051513671875,-0.7109305564673813
0.1797168254852295,-0.6669912980754225
0.18383097648620605,-0.717690405229797
0.1879441738128662,-0.717690405229797
0.19206023216247559,-0.7074453253541847
0.19617390632629395,-0.7074453253541847
0.2002880573272705,-0.7102980457728012
0.20440173149108887,-0.7102980457728012
0.20851516723632812,-0.7276774623039745
0.21262907981872559,-0.7346082289057418
0.2167644500732422,-0.7346082289057418
0.22087907791137695,-0.7313378602985412
0.2249927520751953,-0.7313378602985412
0.2291102409362793,-0.7109727639001152
0.23325753211975098,-0.7350445128528446
0.23740291595458984,-0.7350445128528446
0.24155592918395996,-0.7249227647700089
0.24566984176635742,-0.7249227647700089
0.24978399276733398,-0.7624463540921508
0.2540571689605713,-0.7422905689890974
0.25818467140197754,-0.7422905689890974
0.26230382919311523,-0.7725646734152909
0.2664334774017334,-0.7725646734152909
0.2705535888671875,-0.799598174442177
0.2746701240539551,-0.799598174442177
0.27878713607788086,-0.8064023704434609
0.28290367126464844,-0.779509474530026
0.2870187759399414,-0.779509474530026
0.2911355495452881,-0.7691617145908364
0.29524898529052734,-0.7691617145908364
0.2993645668029785,-0.7724729092133336
0.3034789562225342,-0.762310502050949
0.30759382247924805,-0.762310502050949
0.311708927154541,-0.7658497279476051
0.3158304691314697,-0.7658497279476051
0.3199474811553955,-0.7520574999830975
0.32405924797058105,-0.7520574999830975
0.3281726837158203,-0.7276774623039745
0.33228611946105957,-0.7105930773192959
0.33644628524780273,-0.7105930773192959
0.3405647277832031,-0.7383594184805375
0.3446805477142334,-0.7383594184805375
0.3487975597381592,-0.7486993781552673
0.35291385650634766,-0.7317288146331129
0.3570284843444824,-0.7317288146331129
0.3611433506011963,-0.7381840764298948
0.36525821685791016,-0.7381840764298948
0.3693735599517822,-0.7614060574312522
