Time (s),Accelerometer Roll Angle
0.002432107925415039,1.830577541415307
0.006556034088134766,1.830577541415307
0.010675430297851562,1.810851891783368
0.014794111251831055,1.792566264305029
0.018915653228759766,1.792566264305029
0.023034334182739258,1.8241331563807466
0.027152299880981445,1.8241331563807466
0.031270742416381836,1.8042629918069795
0.035407304763793945,1.8291632484944689
0.03952646255493164,1.8291632484944689
0.04366803169250488,1.8611255204143817
0.04778909683227539,1.8611255204143817
0.051908254623413086,1.8787152845337316
0.05602526664733887,1.8787152845337316
0.060143470764160156,1.8478300671213526
0.06426143646240234,1.8132209584297228
0.06838750839233398,1.8132209584297228
0.07250666618347168,1.8196001845512442
0.07662439346313477,1.8196001845512442
0.08074212074279785,1.8475003850324183
0.08486032485961914,1.8370628871731254
0.08897805213928223,1.8370628871731254
0.09310054779052734,1.807053619791063
0.09721946716308594,1.807053619791063
0.10133910179138184,1.8423312519114936
0.10545754432678223,1.8423312519114936
0.10957574844360352,1.8075912686516793
0.1136927604675293,1.8392657301400228
0.1178123950958252,1.8392657301400228
0.12193012237548828,1.8399217688378005
0.12604618072509766,1.8399217688378005
0.13016366958618164,1.8495867094964709
0.134291410446167,1.8366260248811472
0.13840937614440918,1.8366260248811472
0.14252614974975586,1.8210075959656382
0.14664340019226074,1.8210075959656382
0.15076065063476562,1.8315579486971574
0.1548776626586914,1.8315579486971574
0.15899395942687988,1.8650863657482137
0.16311049461364746,1.8950747345984862
0.16722846031188965,1.8950747345984862
0.17134523391723633,1.8745274862474888
0.1754612922668457,1.8745274862474888
0.17957806587219238,1.8507966183508644
0.18369555473327637,1.8686047761618243
0.18781304359436035,1.8686047761618243
0.19193172454833984,1.8749734572388281
0.19604945182800293,1.8749734572388281
0.20016813278198242,1.8748619446052512
0.2042860984802246,1.8678269276617463
0.2084043025970459,1.8678269276617463
0.2125229835510254,1.8538719677308133
0.21665048599243164,1.8538719677308133
0.22076940536499023,1.8566150995184227
0.22488784790039062,1.8566150995184227
0.2290050983428955,1.8604616555764042
0.2331218719482422,1.861457630466729
0.23723912239074707,1.861457630466729
0.24135637283325195,1.8516775464245554
0.24547457695007324,1.8516775464245554
0.24959206581115723,1.8531108438701849
0.2537093162536621,1.8832427858014114
0.2578279972076416,1.8832427858014114
0.2619452476501465,1.895412873856419
0.2660701274871826,1.895412873856419
0.2701900005340576,1.9091524329963763
0.2743070125579834,1.9091524329963763
0.2784242630004883,1.8624546719178237
0.28254103660583496,1.8657523144416523
0.28665733337402344,1.8657523144416523
0.2907752990722656,1.8557477150966897
0.2948918342590332,1.8557477150966897
0.2990086078643799,1.8563001278374174
0.30312514305114746,1.8557477150966897
0.30724215507507324,1.8557477150966897
0.3113589286804199,1.8318849844551652
0.3154942989349365,1.8318849844551652
0.3196146488189697,1.8283671485663944
0.3237333297729492,1.8283671485663944
0.3278820514678955,1.8039682823841603
0.332003116607666,1.799703739514224
0.3361802101135254,1.799703739514224
0.340301513671875,1.7970455450945655
0.3444201946258545,1.7970455450945655
0.3485386371612549,1.8271709575634787
0.35265660285949707,1.823547444227895
0.35677337646484375,1.823547444227895
0.36089086532592773,1.8087393224920654
0.3650081157684326,1.8087393224920654
0.3691256046295166,1.774276626449301
0.3732447624206543,1.774276626449301
0.3773634433746338,1.8013959463121598
0.3814995288848877,1.7606631480436776
0.3856208324432373,1.7606631480436776
0.38976216316223145,1.7576775070700847
0.3939247131347656,1.7576775070700847
0.39804625511169434,1.7692570745148053
0.40216517448425293,1.797473310669748
0.4062819480895996,1.797473310669748
0.4103989601135254,1.7993827088980754
0.4145317077636719,1.7993827088980754
0.41864967346191406,1.7848047530686435
0.42276716232299805,1.772031485391848
0.42688465118408203,1.772031485391848
0.4310014247894287,1.80522800282972
0.4351184368133545,1.80522800282972
0.4392359256744385,1.8155473491734988
0.44335293769836426,1.8155473491734988
0.4474823474884033,1.8201412391874014
0.4516017436981201,1.842002314630291
0.4557199478149414,1.842002314630291
0.4598371982574463,1.8507966183508644
0.46395349502563477,1.8507966183508644
