Time (s),Gyro Pitch Angle
0.002445697784423828,0.0
0.006566762924194336,-0.00012606324162334204
0.010698318481445312,-0.0002518499968573451
0.014816522598266602,-0.0003778404789045453
0.01893925666809082,-0.0005035908543504775
0.023058414459228516,-0.0006293630576692522
0.02717137336730957,-0.0007548806024715304
0.031286001205444336,-0.000880449078977108
0.03554034233093262,-0.0010059884516522288
0.039658308029174805,-0.0011359516065567732
0.04378056526184082,-0.0011359516065567732
0.047894954681396484,-0.0012615128071047366
0.05200958251953125,-0.0013870812836103141
0.05612349510192871,-0.0015126279322430491
0.06023812294006348,-0.0016381891327910125
0.06435251235961914,-0.001763750333338976
0.06847572326660156,-0.0018892824300564826
0.07262849807739258,-0.002016306098084897
0.07674384117126465,-0.0021419109543785453
0.08085918426513672,-0.002267493982799351
0.08497285842895508,-0.0025185872800648212
0.08908700942993164,-0.0027696951292455196
0.09320211410522461,-0.0028952781576663256
0.09731698036193848,-0.0031464005587622523
0.10143542289733887,-0.003397639375180006
0.10554933547973633,-0.003523266059346497
0.1096642017364502,-0.0036488345358520746
0.11377859115600586,-0.003774403012357652
0.11789321899414062,-0.0038999642129056156
0.12200736999511719,-0.004025518137495965
0.12612175941467285,-0.004025518137495965
0.13023710250854492,-0.004025518137495965
0.13436460494995117,-0.004025518137495965
0.13848423957824707,-0.004025518137495965
0.14260029792785645,-0.004025518137495965
0.14671540260314941,-0.003899935109075159
0.15083026885986328,-0.003774359356611967
0.15494418144226074,-0.003774359356611967
0.15906405448913574,-0.003774359356611967
0.16324639320373535,-0.003774359356611967
0.16736197471618652,-0.003774359356611967
0.1714770793914795,-0.0039000078686513007
0.17559051513671875,-0.0039000078686513007
0.1797168254852295,-0.0039000078686513007
0.18383097648620605,-0.00402556179324165
0.1879441738128662,-0.0041510938899591565
0.19206023216247559,-0.004276698746252805
0.19617390632629395,-0.004402238118927926
0.2002880573272705,-0.004527792043518275
0.20440173149108887,-0.004653331416193396
0.20851516723632812,-0.0047788635129109025
0.21262907981872559,-0.0050299568101763725
0.2167644500732422,-0.005155488906893879
0.22087907791137695,-0.005281726771499962
0.2249927520751953,-0.005407258868217468
0.2291102409362793,-0.00553292193217203
0.23325753211975098,-0.00553292193217203
0.23740291595458984,-0.00553292193217203
0.24155592918395996,-0.00553292193217203
0.24566984176635742,-0.00553292193217203
0.24978399276733398,-0.00553292193217203
0.2540571689605713,-0.00553292193217203
0.25818467140197754,-0.00553292193217203
0.26230382919311523,-0.005407207936514169
0.2664334774017334,-0.005407207936514169
0.2705535888671875,-0.005407207936514169
0.2746701240539551,-0.00553283462068066
0.27878713607788086,-0.005658475856762379
0.28290367126464844,-0.0057841025409288704
0.2870187759399414,-0.005909685569349676
0.2911355495452881,-0.005909685569349676
0.29524898529052734,-0.006035224942024797
0.2993645668029785,-0.006160829798318446
0.3034789562225342,-0.006286390998866409
0.30759382247924805,-0.006411959475371987
0.311708927154541,-0.006537535227835178
0.3158304691314697,-0.006537535227835178
0.3199474811553955,-0.006537535227835178
0.32405924797058105,-0.006663016392849386
0.3281726837158203,-0.006788548489566892
0.33228611946105957,-0.006914080586284399
0.33644628524780273,-0.0071679678512737155
0.3405647277832031,-0.0074193376349285245
0.3446805477142334,-0.0076705473475158215
0.3487975597381592,-0.007921815267764032
0.35291385650634766,-0.008173068636097014
0.3570284843444824,-0.008424220141023397
0.3611433506011963,-0.008549788617528975
0.36525821685791016,-0.008800954674370587
0.3693735599517822,-0.009052135283127427
0.37354397773742676,-0.009306662832386792
0.3776588439941406,-0.00955785799305886
0.38178229331970215,-0.009809009497985244
0.3858988285064697,-0.01006075763143599
