time,ecg_signal
0.0001819133758544922,1.2061054952270382
0.005751371383666992,2.329545298760569
0.008102893829345703,2.272129329696814
0.010464906692504883,2.243337898652303
0.01280665397644043,2.1948191159747976
0.01515650749206543,2.1487184940240973
0.017503976821899414,2.143757598848057
0.01983046531677246,2.149505871475443
0.022143840789794922,2.1551748699158275
0.024457693099975586,2.1599134397403525
0.026761770248413086,2.13759447784358
0.029131412506103516,2.116557612008764
0.03144955635070801,2.107361210270072
0.0337834358215332,2.062608249498397
0.036119937896728516,2.0520165028591757
0.03846144676208496,2.0666679223379996
0.040781259536743164,2.0799257850558504
0.04312586784362793,2.0982363341136376
0.045445919036865234,2.161084075103292
0.047708988189697266,2.1877255663544615
0.04996895790100098,2.227778700325334
0.05222773551940918,2.275886210904862
0.05448651313781738,2.3048451310211577
0.05674028396606445,2.3780169937630884
0.05899620056152344,2.424947908514489
0.06125307083129883,2.4694970213767315
0.06354451179504395,2.487364707871045
0.06584787368774414,2.541395132707969
0.06810760498046875,2.583974311825551
0.07036375999450684,2.6239416150977153
0.07261824607849121,2.658124286904846
0.07491135597229004,2.6555904931533925
0.0772097110748291,2.6909348596256804
0.07947158813476562,2.723440256528885
0.08172821998596191,2.752075523385468
0.08398270606994629,2.773536178295157
0.08623814582824707,2.8033355240029723
0.08849191665649414,2.81269881876693
0.09075260162353516,2.840271334680478
0.09301066398620605,2.857351643723445
0.09526491165161133,2.871687158547301
0.09753775596618652,2.882460699374759
0.09979677200317383,2.8928885332213086
0.10205388069152832,2.902050364261909
0.10430788993835449,2.900792706107224
0.10657167434692383,2.8828421691467963
0.10891485214233398,2.8714219178464315
0.11122441291809082,2.8514537634198382
0.11354184150695801,2.860539300506032
0.11580419540405273,2.851650458771045
0.11806225776672363,2.864083393106865
0.1203155517578125,2.8642097549688526
0.1225728988647461,2.8626040056471833
0.12482857704162598,2.8599551749175998
0.12708449363708496,2.851569992491006
0.12933945655822754,2.852004510403217
0.1315934658050537,2.8454128319517173
0.1338493824005127,2.8390047358280106
0.13610291481018066,2.831126192942404
0.13835787773132324,2.82226596144032
0.1406114101409912,2.8123119845762234
0.1428661346435547,2.802310323990622
0.14512205123901367,2.7911064375765844
0.14737582206726074,2.773721548762506
0.14963173866271973,2.7693894826638084
0.1518864631652832,2.7711412633825856
0.1541430950164795,2.7436027221206096
0.15639710426330566,2.730269757541389
0.15865230560302734,2.7174285313401856
0.16091513633728027,2.695575081774602
0.16316843032836914,2.693194471978482
0.16542339324951172,2.693111621512368
0.16767644882202148,2.656504828513244
0.16993117332458496,2.655219156172175
0.17218422889709473,2.6515314163603088
0.1744387149810791,2.629392460512216
0.17669153213500977,2.6122453942591424
0.17895102500915527,2.5902041900401342
0.18120718002319336,2.5777843687277278
0.1834733486175537,2.5686380348966162
0.1857309341430664,2.5588610838486057
0.18798613548278809,2.5494840800147154
0.19024252891540527,2.5402447629266693
0.19251537322998047,2.5323489346920174
0.19477272033691406,2.534419600298357
0.19702839851379395,2.515184583089898
0.19928288459777832,2.5062331564704365
0.2015380859375,2.4978908893931973
0.20379185676574707,2.48977273580703
0.20604753494262695,2.4976757165999075
0.20830130577087402,2.475433644704061
0.2105562686920166,2.470173534175579
0.21281170845031738,2.4355986637590723
0.21512866020202637,2.421109368933364
0.21742463111877441,2.3956361288590586
0.21973681449890137,2.3820564010210514
0.22203588485717773,2.38581805060125
0.22429323196411133,2.384319589652966
0.2265768051147461,2.337494175135395
0.22891902923583984,2.339098136317508
0.23119473457336426,2.3439124040499215
0.23345279693603516,2.3496058403975772
0.23570656776428223,2.3513892115818513
0.23796319961547852,2.3586067388780996
0.24021673202514648,2.359242720513668
0.24247193336486816,2.363025827768544
0.24472570419311523,2.367745920150986
0.24698233604431152,2.3717716183390163
0.2492375373840332,2.3759624214127566
0.2514934539794922,2.3806521154227394
0.25374937057495117,2.385267303617871
0.25600337982177734,2.390152500886023
