Time (s),Accel Pitch Angle
0.0025191307067871094,-0.5240008284026778
0.10516905784606934,-0.6289225635370969
0.2078688144683838,-0.5034528556014529
0.31055736541748047,-0.5485306751476087
0.41323041915893555,-0.5305642955402754
0.5160415172576904,-0.5052166107267487
0.618710994720459,-0.5729730051570862
0.721416711807251,-0.6650043136886675
0.8241875171661377,-0.585294073341755
0.926933765411377,-0.5089939523045937
1.0296862125396729,-0.5603988907906428
1.132455825805664,-0.43744212821978506
1.2351768016815186,-0.46555861391337644
1.3381226062774658,-0.48325138141481977
1.4407975673675537,-0.5130828175104619
1.5434720516204834,-0.5169970060500094
1.6462271213531494,-0.42818600428445813
1.7490179538726807,-0.46633873636087403
1.8517515659332275,-0.5820801660098889
1.9545230865478516,-0.5620749181607569
2.057419776916504,-0.5755077570907332
2.1602838039398193,-0.4658647791124956
2.2630391120910645,-0.5517276976671012
2.3657193183898926,-0.5655696419651517
2.4683735370635986,-0.5830208508242425
2.5710864067077637,-0.5314218873542896
2.675673007965088,-0.5177704947101959
2.7784388065338135,-0.4896370654593149
2.881124258041382,-0.45915137270036704
2.9838104248046875,-0.48650392622297467
3.086569309234619,-0.4893446368334699
3.1892337799072266,-0.5100582916798421
3.2919251918792725,-0.47959472585401436
3.394606113433838,-0.5247536160192712
3.4972524642944336,-0.4899884414783812
3.5999135971069336,-0.505113433431184
3.702617645263672,-0.5800428884761444
3.8053884506225586,-0.5309135915891974
3.9081127643585205,-0.5131440851702459
4.0107643604278564,-0.4920318124760674
4.1133644580841064,-0.7090954154150801
4.215989112854004,-1.6013273023271624
4.318659782409668,2.20036635311097
4.421283483505249,2.443879416739287
4.5238847732543945,-2.619471906067921
4.6265175342559814,4.470139813298293
4.729140758514404,-4.5299008279677135
4.831808090209961,7.072723177672312
4.934515953063965,-2.930910019342599
5.03728985786438,2.7243611858711927
5.140046119689941,3.313380795513055
5.2427544593811035,-4.3598394502772955
5.345669507980347,4.829400558842545
5.44832968711853,-4.065069037002042
5.551069021224976,6.443598903363672
5.653829336166382,-5.169650727201033
5.756669521331787,6.611276546400223
5.8594114780426025,-2.8411564847144515
5.962130069732666,7.171125023283469
6.064882040023804,0.338636350660133
6.167649030685425,2.1533091041629038
6.270375967025757,5.0708983906857945
6.37312126159668,-4.347224244044033
6.4759299755096436,5.068206256160611
6.578663110733032,-4.571989131167977
6.681386232376099,4.7228998464911065
6.784219741821289,-4.955270809366427
6.886932373046875,6.630290951342909
6.98969578742981,-5.573030465175177
7.092501163482666,7.293017877272487
7.195209980010986,-5.306591260116438
7.297976016998291,7.455269769089632
7.400729417800903,-4.96297098950046
7.5034730434417725,7.76759886211452
7.606234312057495,-3.1202987104152644
7.712115049362183,6.648504968099971
7.818126440048218,-1.380340861569138
7.924079179763794,2.2980788251256548
8.030074834823608,4.793020861925167
8.136006593704224,-0.4203183161094254
8.2418851852417,-1.0668180460592787
8.34777021408081,-0.35215365663366616
8.453669786453247,-0.47751103017806545
8.559596538543701,-0.4862713134399359
8.665595531463623,-0.43433561835688894
8.770505905151367,-0.6206685681207209
8.876537799835205,-0.5575140175370606
8.982563495635986,-0.47825082508740846
9.08850622177124,-0.5469597998182119
9.194566249847412,-0.5570817087034647
9.300601482391357,-0.47491984954734706
9.405895709991455,-0.45789175186047626
9.51181411743164,-0.4991331341439859
9.61772108078003,-0.48490919287296125
9.72357988357544,-0.45086960681031574
9.829561471939087,-0.40293167213916525
9.935442209243774,-0.7773712857458
10.041297912597656,-0.3599652250116629
10.147143125534058,0.8050716230236
10.253113746643066,3.578259154922563
10.35901951789856,7.014219819174953
10.464898586273193,8.547135591131159
10.570825576782227,11.809520755531114
10.67668890953064,3.551963119209619
10.782657861709595,4.832978691381348
10.88852834701538,5.775454504674913
10.99452543258667,6.818205611027675
11.100436210632324,8.130560448556507
11.206404209136963,9.752387471943274
11.312268733978271,11.300316574360139
11.41823959350586,12.538801465691272
11.524102687835693,13.406150654021644
11.630008220672607,14.324479957627606
11.735882997512817,15.192578767742692
11.841876745223999,16.085289095273602
11.947781801223755,16.055584160707348
12.053714036941528,16.38032664013176
12.159611940383911,17.11715949382031
12.265437841415405,17.000643983372566
12.371283531188965,17.40013089917458
12.476866960525513,17.557515468428452
12.581593990325928,17.57522782889514
12.687722206115723,17.92265595231974
12.79334306716919,18.07088339568693
12.89872145652771,17.679967135662924
13.00465178489685,17.918977733439046
13.110587120056152,17.814295959881164
