Time (s),Raw Accel Pitch Angle
13.21649169921875,88.43602305160222
13.322445154190063,88.47746411749218
13.428394317626953,89.06832777999871
13.534358739852905,89.14096632881312
13.640260219573975,90.0178003534453
13.74620246887207,90.2673854936131
13.852182388305664,90.5306661923447
13.958175659179688,90.63754328289335
14.06407880783081,91.0682293609412
14.1699378490448,91.87805192190808
14.27589750289917,91.3077004247414
14.381756782531738,91.44490277064324
14.487587928771973,90.99789711357892
14.593477725982666,91.30835124109318
14.699368715286255,91.83819368208215
14.802132606506348,91.76842090618555
14.904816150665283,91.54295956305705
15.007496118545532,91.67579455466465
15.110236406326294,91.98942950595354
15.212986469268799,92.20862070925621
15.31572937965393,92.6136847168249
15.4185471534729,91.5539079779142
15.521269083023071,90.3113485839441
15.62403917312622,86.73346415283494
15.726765394210815,80.20389126868865
15.829555988311768,74.34935056409721
15.932295322418213,68.39749655885203
16.035051822662354,61.98674614259121
16.13780641555786,57.00039952809345
16.240564107894897,50.98234934489973
16.34332823753357,45.998013982864585
16.44610905647278,41.544976129300935
16.548854112625122,37.717715876452246
16.651593923568726,35.33668423775909
16.754380464553833,28.574442918390513
16.85714602470398,25.03507233206101
16.9598970413208,21.072607900086325
17.062660455703735,17.13284521627559
17.165446519851685,11.076941965129663
17.26816201210022,5.566430919978108
17.37092089653015,3.1779477432464387
17.473675966262817,1.4500432047131853
17.57645606994629,-0.6181549422159462
17.679197549819946,-0.34236688127731074
17.78200936317444,-0.5310405743532722
17.884759187698364,-0.47859323219051303
17.98752212524414,-0.47591312258369306
18.09023880958557,-0.44183459154036503
18.19300627708435,-0.4965441419883844
18.295788288116455,-0.5133586372519594
18.398528814315796,-0.4885859545445406
18.501262426376343,-0.5226886340053305
18.604036808013916,-0.547613236509852
18.70682716369629,-0.49940131150223693
18.80957579612732,-0.5021921117200355
18.912336587905884,-0.44780110312167265
19.015064239501953,-0.4447543878439043
19.117842435836792,-0.48241454711620874
19.220595121383667,-0.4617493150791073
19.323387145996094,-0.5130215644788411
19.42610764503479,-0.5235001687171331
19.52884078025818,-0.547613236509852
19.63162112236023,-0.5298999114626244
19.73440647125244,-0.49276645914666245
19.84035348892212,-0.47873604656251817
19.946287393569946,-0.4310959027590785
20.05219602584839,-0.4718691100933937
20.15809202194214,-0.4614738366828128
20.263938903808594,-0.4789933273294622
20.36980938911438,-0.4343615447523985
20.475643634796143,-0.48595183381699997
20.581596612930298,-0.4416497860665086
20.6876540184021,-0.5209186819160138
20.79427170753479,-0.499520593959926
20.900336980819702,-0.49871654135890814
21.0064218044281,-0.4690097077511623
21.112390279769897,-0.520109846445248
21.21844744682312,-0.47229188747672524
21.324352741241455,-0.46208032359859225
21.430412769317627,-0.49937149978828305
21.536373615264893,-0.5165957045216331
21.642298221588135,-2.3024046366324695
21.74825358390808,26.426961596256977
21.854247331619263,-23.78348872535779
21.960198163986206,27.778258229643622
22.066134214401245,21.7647108335558
22.172121047973633,-34.622567198581315
22.278067111968994,45.2115167790295
22.384227752685547,-24.949104401908915
22.490246057510376,41.597025644409285
22.596192598342896,3.9358913371688207
22.702089071273804,-4.139362938905389
22.808172702789307,48.48097436414925
22.914198875427246,-36.0543544429469
23.020219802856445,45.263777175803895
23.12617778778076,-22.812658867353523
23.232340812683105,36.68158023189183
23.33823800086975,12.858125451521714
23.44416832923889,-21.140505148226595
23.550092697143555,34.211510844788194
23.656005382537842,-32.44080389277418
23.76094126701355,36.096423986277514
23.86696434020996,-29.44831291007165
23.97289204597473,36.53155102923932
24.078773736953735,-3.805620585475854
24.184685230255127,5.230902948095072
24.290639638900757,-0.5718430235461358
24.396539211273193,-0.38054918660230025
24.502487421035767,-0.5178944677233835
24.60841679573059,-0.41047020393417644
24.71439266204834,-0.4588769529209498
24.820378065109253,-0.4739337793518136
24.926223278045654,-0.4045470100158704
25.032105684280396,4.875083250673313
25.137993574142456,5.885917933317326
25.243897199630737,-4.8727397686637905
25.349785089492798,-0.8156282045537508
25.455657482147217,-0.4966331877691621
25.561597108840942,-0.48531413227458026
25.667628526687622,-0.45105783111261744
25.773558616638184,-0.4894908074722255
25.879566192626953,-0.5193035187851028
25.985490322113037,-0.5821497422586239
26.09136128425598,-0.3864807121234769
26.19724726676941,-1.1575323135591273
26.303133010864258,2.6569998385018794
26.409101009368896,10.42648747689469
26.5149507522583,17.989456765126448
26.62069296836853,26.264066513356696
26.725909948349,34.202677511121095
26.83187508583069,43.84137815569395
26.937764644622803,53.21416802026374
27.04370903968811,62.703505399562886
27.14857578277588,70.1098392399937
27.254509449005127,75.48481791107021
27.360381841659546,85.09191423506279
27.46716332435608,90.08448621968985
27.570101499557495,90.78404711675057
27.673018217086792,92.01672398435795
27.77595281600952,93.36356074400413
27.878909587860107,92.04210773362001
27.98170518875122,91.55248622819904
28.08461856842041,92.49989877170002
28.18753218650818,91.73742974186997
28.290349006652832,92.8958991553082
28.39314913749695,92.19380343063567
28.4959557056427,86.17930421921588
28.598767518997192,77.04856907453122
28.701483964920044,64.40308200750869
28.804375886917114,54.042229949979216
28.90728211402893,49.65696081285371
29.010223865509033,55.63791225763171
29.113073348999023,69.04567109404685
29.21590495109558,83.55513221133023
29.318719387054443,92.706360516105
29.4215030670166,94.02322357329679
29.52420687675476,90.96510770871194
29.62728190422058,91.51661288233919
29.73015332221985,92.27580985949332
29.832878828048706,93.63384957788554
29.935539722442627,93.42575186365913
