Time (s),Gyro Pitch Angle
0.0025191307067871094,-7.398193702101707e-05
0.10516905784606934,-0.006340560503304005
0.2078688144683838,-0.009474140824750066
0.31055736541748047,-0.015742247342132032
0.41323041915893555,-0.012608885299414396
0.5160415172576904,-0.018883802113123238
0.618710994720459,-0.025150671717710793
0.721416711807251,-0.025150671717710793
0.8241875171661377,-0.034559030609671026
0.926933765411377,-0.04083044041180983
1.0296862125396729,-0.04083044041180983
1.132455825805664,-0.04083044041180983
1.2351768016815186,-0.043965643271803856
1.3381226062774658,-0.05024814163334668
1.4407975673675537,-0.05651486571878195
1.5434720516204834,-0.0533811908098869
1.6462271213531494,-0.0533811908098869
1.7490179538726807,-0.0533811908098869
1.8517515659332275,-0.0533811908098869
1.9545230865478516,-0.05965354648651555
2.057419776916504,-0.06279369699768722
2.1602838039398193,-0.06279369699768722
2.2630391120910645,-0.06279369699768722
2.3657193183898926,-0.06592761928914115
2.4683735370635986,-0.06906054477440193
2.5710864067077637,-0.07532940799137577
2.675673007965088,-0.0785191950853914
2.7784388065338135,-0.07538153295172378
2.881124258041382,-0.08164949394995347
2.9838104248046875,-0.08478317613480613
3.086569309234619,-0.08478317613480613
3.1892337799072266,-0.08791869186097756
3.2919251918792725,-0.09418447007192299
3.394606113433838,-0.09731888712849468
3.4972524642944336,-0.1035845052683726
3.5999135971069336,-0.10985028347931802
3.702617645263672,-0.11925207218155265
3.8053884506225586,-0.1223884173668921
3.9081127643585205,-0.1223884173668921
4.0107643604278564,-0.1286544429603964
4.1133644580841064,-0.08481141412630677
4.215989112854004,-0.05036412039771676
4.318659782409668,0.8299674955196679
4.421283483505249,0.5480578984133899
4.5238847732543945,0.7578537333756685
4.6265175342559814,0.6795556982979178
4.729140758514404,0.5323588120518252
4.831808090209961,1.1494935315568
4.934515953063965,0.7012261121417396
5.03728985786438,1.6799224467831664
5.140046119689941,0.6076233476051129
5.2427544593811035,1.9399763332330622
5.345669507980347,1.3781225206912495
5.44832968711853,1.606902565981727
5.551069021224976,1.578685019921977
5.653829336166382,1.1772728830692358
5.756669521331787,1.591426036611665
5.8594114780426025,0.8012669059098698
5.962130069732666,1.9362393140909262
6.064882040023804,0.8197910865419544
6.167649030685425,1.933224622916896
6.270375967025757,1.0461084093549289
6.37312126159668,1.8865943202399649
6.4759299755096436,1.2780233737430535
6.578663110733032,1.4285173019743524
6.681386232376099,1.4912267433828674
6.784219741821289,1.666915042733308
6.886932373046875,1.7609709102544002
6.98969578742981,1.5100894888746552
7.092501163482666,1.8112498728442006
7.195209980010986,1.4538856848957948
7.297976016998291,2.1030805219197646
7.400729417800903,1.268981082830578
7.5034730434417725,2.2379116489901207
7.606234312057495,1.359840935037937
7.712115049362183,2.173584907723125
7.818126440048218,0.9093087574001402
7.924079179763794,2.368228080740664
8.030074834823608,1.3334844625205733
8.136006593704224,1.4789995402679779
8.2418851852417,1.5210133933578618
8.34777021408081,1.50808861508267
8.453669786453247,1.5307123758248053
8.559596538543701,1.5274802426574752
8.665595531463623,1.5242464723996818
8.770505905151367,1.517840923042968
8.876537799835205,1.517840923042968
8.982563495635986,1.521076490462292
9.08850622177124,1.5146092118811794
9.194566249847412,1.5081367964739911
9.300601482391357,1.4757799581275322
9.405895709991455,1.4757799581275322
9.51181411743164,1.4822413722868077
9.61772108078003,1.475774472055491
9.72357988357544,1.488699192123022
9.829561471939087,1.5080961820785888
9.935442209243774,1.8991658071172424
10.041297912597656,2.147955463442486
10.147143125534058,4.735326387162786
10.253113746643066,7.179143598477822
10.35901951789856,9.63920667709317
10.464898586273193,12.608895143785048
10.570825576782227,17.05330835102359
10.67668890953064,23.18948500760598
10.782657861709595,29.01160516194068
10.88852834701538,34.66758354625199
10.99452543258667,40.400000390945934
11.100436210632324,47.19315806141822
11.206404209136963,54.153354903974105
11.312268733978271,60.76735247916076
11.41823959350586,66.07579348201398
11.524102687835693,70.48383758228738
11.630008220672607,74.7624304931378
11.735882997512817,79.35090242244769
