t,frame,x_meas,y_meas,major_sigma,minor_sigma,theta,strength_sum,strength_max,bg_std,snr_proxy,xcor_r0_c0,xcor_r0_c1,xcor_r0_c2,xcor_r0_c3,xcor_r0_c4,xcor_r1_c0,xcor_r1_c1,xcor_r1_c2,xcor_r1_c3,xcor_r1_c4,xcor_r2_c0,xcor_r2_c1,xcor_r2_c2,xcor_r2_c3,xcor_r2_c4,xcor_r3_c0,xcor_r3_c1,xcor_r3_c2,xcor_r3_c3,xcor_r3_c4,xcor_r4_c0,xcor_r4_c1,xcor_r4_c2,xcor_r4_c3,xcor_r4_c4,xcor_r5_c0,xcor_r5_c1,xcor_r5_c2,xcor_r5_c3,xcor_r5_c4,xcor_r6_c0,xcor_r6_c1,xcor_r6_c2,xcor_r6_c3,xcor_r6_c4
1772328242.505412,247,2.0,0.0,0.0,0.0,1.5707963267948966,6.254641563253591,6.254641563253591,0.0,6254641563.253591,-1.3998021363976165,-0.03239035992507666,6.254641563253591,-1.705392802404499,-1.606072378882454,-1.2309046066885718,-1.243507414282252,-1.1705191338681142,-1.2324388304279836,-1.175515195788765,-1.2444318824329232,-1.1652411419440685,-1.198434972576496,-1.2228752640337066,-1.2180842421155265,-1.0750467866714943,-1.1287124310389078,-1.3163335700432737,-1.3176150700587113,-1.1914963950510484,-1.2028469089087142,-1.2292040859704119,-1.1946023934605594,-1.2135638253168852,-1.1920358171505714,-1.2448407703448257,-1.1696602308345119,-1.2619771077605608,-1.227951196187877,-1.1583520362796835,-1.258453280741367,-1.2175287267599972,-1.2040449624115186,-1.1962307925499434,-1.2162639160470863
1772328242.5884752,248,2.0,0.0,0.0,0.0,1.5707963267948966,5.828546384399698,5.828546384399698,0.0,5828546384.399697,-1.2508197129749914,-0.2966565247364663,5.828546384399698,-1.560780592057776,-1.6729577389905144,-1.2090589057277328,-1.23394623207405,-1.1965610023213629,-1.2487722931828844,-1.216994669079145,-1.2285937343351523,-1.1670125921979664,-1.209263945730203,-1.2062193401121306,-1.217433359316988,-1.2078084001312732,-1.2552775448891569,-1.183636329607526,-1.1606778097960726,-1.2496568262167957,-1.2496908008683683,-1.2396784114454282,-1.199681305847324,-1.218583133051769,-1.2028510812343458,-1.301217234279779,-1.1402584481547413,-1.318876900539029,-1.2228609589172552,-1.165892024742607,-1.2390901135313643,-1.209941054575569,-1.248297840153913,-1.2412025023940203,-1.2028147223966985
1772328242.6715655,249,2.0,0.0,0.0,0.0,1.5707963267948966,6.361529393378424,6.361529393378424,0.0,6361529393.378424,-1.666364868445976,-0.330400506305755,6.361529393378424,-0.7764364214463726,-1.8719973411556892,-1.2383671091040502,-1.1916096438896238,-1.1874027475598752,-1.1816163279552856,-1.227315214552309,-1.2303461111004486,-1.231730131117121,-1.1844564896174066,-1.1985243795543172,-1.2722398367214,-1.2028898242580681,-1.2597776961061598,-1.2267185719869818,-1.1659599740457514,-1.2631489352165381,-1.2324984350798647,-1.2364454551274124,-1.2132151381033824,-1.2253327638307527,-1.2272353443187884,-1.2928815237142475,-1.0655517656268803,-1.3539250318914688,-1.2671585401485603,-1.2045188193939713,-1.2026913407673052,-1.2213678623876407,-1.2000484705029095,-1.2212724949446314,-1.1742778032157193
1772328242.7544498,250,2.0,0.0,0.0,0.0,1.5707963267948966,6.662782628867941,6.662782628867941,0.0,6662782628.86794,-1.1381228134778507,-0.25630536750619115,6.662782628867941,-0.9016806962109443,-1.7991193293475303,-1.1637218193676262,-1.2222190168164981,-1.1497957885021914,-1.2682910285342959,-1.2057049519663996,-1.2041415219475655,-1.2334741632311537,-1.253891140686409,-1.1829687575064611,-1.2498129904047235,-1.2148942011468653,-1.3003577351996571,-1.2484146652715995,-1.1594439935021397,-1.2237967519517845,-1.2376536414210368,-1.2044896131145497,-1.1775852653485857,-1.1923135748283362,-1.1990310190953042,-1.2562014169933098,-1.127041712646689,-1.3700188839458085,-1.2339736502139158,-1.1666656931240194,-1.2716962422962472,-1.2164999504685345,-1.194858693463647,-1.1905743110864537,-1.21182098529589
1772328242.8378139,251,2.0,0.0,0.0,0.0,1.5707963267948966,5.920593252252729,5.920593252252729,0.0,5920593252.252728,-0.2997649073320513,-0.6625796154236337,5.920593252252729,-0.957213754321784,-2.192173265477808,-1.1624134972588427,-1.2416876842603306,-1.1619259312064574,-1.2062217242982058,-1.2396801995849847,-1.2387968586441103,-1.1686243019848233,-1.264182479880151,-1.1549390739129874,-1.2594307970322125,-1.178440592103075,-1.263259203822518,-1.2988491414605545,-1.188156150359648,-1.24427393010544,-1.2605901075112946,-1.1836571912356848,-1.2026710751856657,-1.2596161674995618,-1.2379308030522815,-1.2375600621175837,-1.2182660363037627,-1.3167400737691017,-1.1820740916817303,-1.1177690169535894,-1.255206615353419,-1.1962468858059512,-1.2115533604089452,-1.21831252793223,-1.2114091171513937
1772328242.9207613,252,2.0,0.0,0.0,0.0,1.5707963267948966,5.61287529622022,5.61287529622022,0.0,5612875296.22022,-0.19620718910779877,-0.6483323154845604,5.61287529622022,-1.0074050435310653,-1.9651373583242115,-1.1991234063057203,-1.260391027974013,-1.1087091098677055,-1.1904092062007428,-1.2369211002494211,-1.1842901926386589,-1.1587209890748253,-1.2229438093833696,-1.1378092930089592,-1.2188847325902858,-1.1810608125997557,-1.2887091980825898,-1.2503571808763962,-1.1468560870714293,-1.221900727975456,-1.2632985428927586,-1.195405268121394,-1.2329550067132717,-1.216873671635827,-1.204932475678024,-1.1726726499405686,-1.2025012019278054,-1.3336695830428105,-1.184760473341999,-1.1589409302402647,-1.2315495290219223,-1.2138564841576203,-1.164601584029387,-1.2377305314219629,-1.1956866020782715
1772328243.0046391,253,2.0,0.0,0.0,0.0,1.5707963267948966,5.243940382473514,5.243940382473514,0.0,5243940382.473514,-0.021429660490710267,-0.13691367350979833,5.243940382473514,-0.9165174861571168,-1.7207308674729915,-1.2089051257258807,-1.2033511642636259,-1.1518849315506139,-1.1793292974626184,-1.161822219112185,-1.2236078052053216,-1.224909570802399,-1.1857099754464602,-1.1899359452648102,-1.2078423747828455,-1.177349230927137,-1.237334160486955,-1.2582828114369873,-1.200612926556221,-1.1880566105910069,-1.2532652918416605,-1.2196578049251798,-1.2034346107762588,-1.197943830244998,-1.1791409467626752,-1.2175901195514345,-1.2147696274244342,-1.229265478761849,-1.2037928347340627,-1.1849398833441602,-1.273019465568002,-1.2007345200460582,-1.1896420943310384,-1.172682186684869,-1.261105687750063
1772328243.087423,254,2.0,0.0,0.0,0.0,1.5707963267948966,5.847287875090583,5.847287875090583,0.0,5847287875.090583,-0.8120013251306204,-0.7597828817108733,5.847287875090583,-1.1551345771711579,-1.6561533994857547,-1.2519223990347863,-1.2521322074094063,-1.0606808734751796,-1.1079485545097063,-1.186836503367007,-1.2181653044420844,-1.2100793373679328,-1.211584950874442,-1.2283207450295381,-1.2054957396382977,-1.198065423734835,-1.1950470441635903,-1.221394684480987,-1.1800266718896242,-1.1686755619854412,-1.2919057955629574,-1.1892022120001573,-1.1488498626768424,-1.2180758974642631,-1.1846949082249294,-1.222502138912933,-1.2227274444970424,-1.2398876237735297,-1.1987318037428625,-1.1826027849439131,-1.2316627778604958,-1.1834402303028384,-1.1997623681738816,-1.2203557753987044,-1.2416179468176298
1772328243.1707296,255,2.0,0.0,0.0,0.0,1.5707963267948966,5.3867298825657235,5.3867298825657235,0.0,5386729882.565723,-0.48274403604794014,-0.7937885277019184,5.3867298825657235,-1.1257041842584834,-1.6564454622799718,-1.3643713431801021,-1.249705105984819,-0.3006226182726175,-1.1319000878214933,-1.0041077141890182,-1.2220711972798344,-1.2839598994207253,-1.2005670309742729,-1.1803670144518636,-1.2210305000579953,-1.25153020042541,-1.2339217941667788,-1.2116654171544812,-1.225611713601555,-1.209146524565998,-1.2636001424312757,-1.2518759074063186,-1.2129624143794075,-1.1625249579578598,-1.2001879453883109,-1.2625505045116543,-1.2150146025436646,-1.1754633397416285,-1.235408930231205,-1.1605931711904018,-1.2409402419257447,-1.249101310861266,-1.2262119324459948,-1.234954742783873,-1.1592234562901806
1772328243.254406,256,2.0,0.36316215540302693,0.4809110149352525,0.0,1.5707963267948966,5.531748596638274,3.522826853135449,0.0,3522826853.135449,-0.48095947277062956,-0.8322514095606115,3.522826853135449,-1.2874342545788604,-1.4947165840526324,-1.5727551666206312,-1.4321680584154202,2.008921743502825,-1.170863648755984,-0.5383808062530535,-1.2482817468979057,-1.2633033112649092,-1.159609098387849,-1.2373431011847373,-1.2089152585167007,-1.2503226101783045,-1.2207074428448013,-1.2004966974850535,-1.2023670914610736,-1.2323160448451096,-1.2650759536118446,-1.2195177339932601,-1.2300522601666761,-1.1693294250165738,-1.1676533422056852,-1.2520714106644877,-1.2444348626655173,-1.1828406075049176,-1.2460179622194718,-1.208104635251121,-1.2649805861688355,-1.2191839479427276,-1.207041288261567,-1.183367512627544,-1.1973638769821977
1772328243.3384266,257,2.0,0.7671007915157659,0.4226785624699358,0.0,1.5707963267948966,4.177212617065026,3.204343104880225,0.0,3204343104.8802247,-1.3011016012551304,-1.2599720072712899,0.972869512184801,-1.3932027093413724,-1.22597470593151,-1.5512235821752047,-1.594905447352583,3.204343104880225,-0.8291418348719874,-1.0188074134358656,-1.2568141528146446,-1.1959995265006462,-1.1256505400717902,-1.1705519164266491,-1.213829662064274,-1.2240858345134062,-1.2033934835664613,-1.152719992723465,-1.1898596513104027,-1.2095518361987876,-1.2675185522459207,-1.1830528000656135,-1.1801953530544467,-1.225577142903464,-1.2186093590985965,-1.253197342538517,-1.182768485876141,-1.3145651000219685,-1.2498702108705293,-1.1265243442683646,-1.2652559596605246,-1.2217815186716936,-1.2456698710524878,-1.2179060242064028,-1.1804886079417005
1772328243.4210718,258,2.0,1.0,0.0,0.0,1.5707963267948966,3.5433308533824506,3.5433308533824506,0.0,3543330853.3824506,-1.1011476637301043,-1.0607154441732702,-1.0871358021659614,-1.0740740387527994,-1.2913234581140831,-1.3978041884665713,-2.3974755284161007,3.5433308533824506,-0.48936730496493697,-0.3537142698424194,-1.256756932348839,-1.2312127627387957,-1.1649037796144224,-1.1674107512725298,-1.2328185120604649,-1.202760482163487,-1.3146884816513635,-1.294469391640352,-1.113394035505538,-1.3353701037609693,-1.2067390926765311,-1.217945959323163,-1.2585450719052633,-1.2007369042321332,-1.1895288454924642,-1.269586237619667,-1.1485172687193477,-1.418031623128846,-1.2576855728251428,-1.1609114600314452,-1.232305316007771,-1.261728556362218,-1.1802370763107626,-1.2012560607500151,-1.1716647352772642
1772328243.5038993,259,2.0,1.0,0.0,0.0,1.5707963267948966,3.099196326636829,3.099196326636829,0.0,3099196326.636829,-1.1288983975527767,-1.2302549159830711,-1.1533684913359274,-1.2838156561631746,-1.1286349449914634,-1.7228986886618962,-2.4162641067819726,3.099196326636829,-0.3713560547061039,-0.2982449887090902,-1.1362112922920333,-1.0008538962428453,-1.16772546383446,-1.120389833496789,-1.3545407479453975,-1.2562121458306488,-1.213642503457368,-1.2302233255175739,-1.032986764071794,-1.217333223501828,-1.229369190856122,-1.2203152442354253,-1.2035806421733668,-1.1914057959801911,-1.1418111493362377,-1.330651799518084,-1.1288924370875875,-1.4182897112714907,-1.0971088525186605,-0.9619517280997911,-1.2958331460753842,-1.2315209187890193,-1.1984999416470459,-1.2004752398103764,-1.2327463904316889
1772328243.5867586,260,2.0,1.0,0.0,0.0,1.5707963267948966,2.615558220810679,2.615558220810679,0.0,2615558220.810679,-1.1462034161333339,-1.047651892620551,-1.1414278914246418,-1.217861320717493,-1.0675288519297659,-1.4697625004962092,-2.5279429588249878,2.615558220810679,-0.37707214082147367,-0.5686653338271777,-1.2525559964842796,-1.2988843082051635,-1.3121344223182707,-1.0110677493891425,-1.1984313962973838,-1.2850447040849569,-1.2133915678729488,-1.1805470205005433,-1.1121935978166564,-1.127109065903314,-1.222486641703444,-1.2229479817090012,-1.1915327538886973,-1.159637112574234,-1.2280084166536827,-1.128994361042304,-1.2622381761357993,-1.3075532087747115,-1.2093938838713032,-1.113585366438075,-1.2547929590693658,-1.1756749362558057,-1.1460192377590228,-1.2865443571262782,-1.1944885485754666
1772328243.6703053,261,2.0,1.1071937621794576,0.30935943420117556,0.0,1.5707963267948966,1.9679465255673574,1.7569949337238002,0.0,1756994933.7238002,-1.2379570290991102,-1.2181229851392492,-1.1674196919703121,-1.2098260175974387,-1.1895282494459454,-1.9652953106516962,-1.8103101027381545,1.7569949337238002,-1.4820827820399745,-0.28490665971120066,-1.5150262731345028,-0.9858609421087443,0.21095159184355716,-1.3786305640495493,-1.039708976710913,-1.237037329320589,-1.2211312319196739,-1.1930014125110406,-1.22308864868744,-1.1969377037212499,-1.240160613079144,-1.216665651400763,-1.207931185714148,-1.2286438022427322,-1.2059070117362753,-1.2101633799270848,-1.2624330833474493,-1.2024624589040829,-1.2157042283659254,-1.2210829521516504,-1.1848147135752103,-1.2867887361989891,-1.2107892287718331,-1.2162323255815894,-1.228050735956518
1772328243.7530634,262,2.0,1.8661777013357588,0.3404612915508308,0.0,1.5707963267948966,1.356741947739358,1.1751796215986774,0.0,1175179621.5986774,-1.243683844051819,-1.1860437614969928,-1.1390371488377045,-1.2022574189016129,-1.2232370642706234,-1.8514307560242136,-1.7454107696307615,0.18156232614068069,-1.4628799513435302,-0.41262452752882584,-1.8887104855430719,-0.9405161071438917,1.1751796215986774,-1.6555406636644197,-0.7940948956125854,-1.2501461804087373,-1.2545628851131059,-1.246871500834405,-1.2223465707715235,-1.1638577179739145,-1.2133349434536629,-1.2317694701873623,-1.209842110853447,-1.2154592532466952,-1.2410725642529203,-1.2176229021099685,-1.2031365875168547,-1.186083696613753,-1.2174190542005365,-1.147425311496891,-1.2215788628552988,-1.208176160833378,-1.1989064453728733,-1.2153966683622204,-1.2064869649990757
1772328243.8353362,263,2.0,2.0,0.0,0.0,1.5707963267948966,0.7485116420402089,0.7485116420402089,0.0,748511642.0402089,-1.3227804091907038,-1.0816152193087603,-1.207708860362632,-1.3259847552758166,-1.3024421098759311,-1.448732191173099,-1.381942794554567,-1.37137369768306,-1.3730056730515572,-0.9861738665311184,-1.386997865080578,-0.229575661370236,0.7485116420402089,-1.617427065065749,-1.6292168652077752,-1.2050308233536273,-1.2286318813123562,-1.2195731663195093,-1.2274982008335829,-1.2412215758826226,-1.4258076460132156,-1.2751533121053353,-1.128445998245001,-1.2933744541853003,-1.1984564302511729,-0.9752906531441994,-1.361857815010287,-1.2616051747328254,-1.1490608631445016,-1.2345041316156544,-1.2466169889708738,-1.2491311131872074,-1.2435878805622909,-1.2281860385162873,-1.1891426073482763
1772328243.9180927,264,2.0,2.0,0.0,0.0,1.5707963267948966,0.09678841791014858,0.09678841791014858,0.0,96788417.91014858,-0.8917809595800592,-1.452465230520395,-1.4511789621328082,-1.074925789228176,-1.012954832667689,-1.2803097105395438,-1.205414081265221,-1.227405813623168,-1.2548454111630207,-1.147082584748577,-0.32433752111643765,-0.19052150136488732,0.09678841791014858,-0.31221870329602885,-2.7660754640192353,-1.2517173590323156,-1.1882515178026583,-1.250166445990377,-1.2037821058967242,-1.221265342386406,-1.3296581899712314,-1.0814167358179971,-0.8753014654280511,-1.0273541244690567,-1.3322688737236104,-1.1988855837447143,-1.3846112948192704,-1.1617590381811893,-0.8849776846143829,-1.1490930496565164,-1.4786286924634806,-1.2028177026292926,-1.0775919053068046,-1.3806922889581068,-1.04182076952705
1772328244.0020494,265,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.1594004821062665,-1.3177247426181724,-1.2511558832115992,-1.1524958792323923,-1.0171110650433377,-1.2494970857497552,-1.2189568542190616,-1.2361432595423767,-1.243487744747131,-1.2391509102762825,-0.7519854011518237,-0.9965146775859202,-0.26103857291204624,-1.105394495176613,-1.7951252216249964,-1.1705537045662056,-1.3002689242683547,-1.1727256980807428,-1.1477000889420617,-1.2078638324575226,-1.2347306292928013,-1.1773098918568965,-1.186962269182476,-1.2436904005635254,-1.2176813146688121,-1.2062372215076949,-1.2783540819113342,-1.27177968880888,-1.173529764834615,-1.1807669616659837,-1.2394680070242894,-1.2188865207298423,-1.23812690235697,-1.2236382035777804,-1.2037207131052863
1772328244.0851848,266,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.1005760551185668,-1.2622393682288362,-1.379761860342247,-1.108949316614784,-0.962348099034799,-1.2466748054831984,-1.2329311648525194,-1.1992688416563086,-1.237481383977101,-1.1666019161465073,-1.7567767806979162,-1.620603993010996,-1.4396776485058844,-1.7301788008426193,-0.8471454199725896,-1.8391521977367629,-2.733810869909629,-2.1695014440419023,-0.7373280212078119,-0.04252136260525674,-1.2195028328302897,-1.1652447182231818,-1.1565972753283118,-1.1486209808136203,-1.2407983828542681,-1.1383773253413831,-1.3897718655791116,-1.1915434827260358,-0.8659912188042669,-1.208243514090003,-1.4635773257705353,-1.2200577521393003,-1.1039919977178578,-1.313261546285337,-1.0336644689636791
1772328244.167802,267,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.283130202666545,-1.101058256752282,-1.5568240352659268,-1.149159210820104,-0.9942562573261573,-1.2419886877523285,-1.2300963676090677,-1.1938603155446432,-1.2098343622487024,-1.2230797079896578,-1.1806817270137937,-1.2250764638276652,-0.9968371387525958,-1.371736093966496,-1.307061470396694,-2.0691075407394814,-2.6615646674114064,-2.2076716670598593,-0.7512737216083671,-0.11501194417619098,-1.2447412305761856,-1.215935494415223,-1.2136681334576762,-1.1749382227585585,-1.259686500988782,-1.2198819184162515,-1.4132000700473872,-1.208577300140536,-1.0236920146574984,-1.2926448932462808,-1.284722242918281,-1.2126304164684314,-1.202361727042404,-1.2127686992607958,-1.1674918135990875
1772328244.2506254,268,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.1594547223394784,-1.2418486168204086,-1.2468434866480216,-1.1268474014815566,-1.104262006790877,-1.2699098908793789,-1.2630315140523327,-1.2117929711095061,-1.1673577031323563,-1.1831982354162025,-1.1849130612508127,-1.173504730880825,-1.2325693646156028,-1.2531937662594035,-1.2063504703462686,-1.9869765027733444,-1.8314035929922574,-1.6421647837358455,-1.6850062233217025,-0.3486913858284224,-1.7520447673850978,-1.340916912664999,-1.36969284650002,-1.6506286443029208,-0.7801134324209014,-1.2408025551799005,-1.2231285838042003,-1.2465973194357534,-1.1798985218880804,-1.2097664129455583,-1.2929071537145551,-1.2111414922644488,-1.2039555554336974,-1.2064935215107826,-1.170549532240574
1772328244.3334408,269,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.0925294271146568,-1.2769068809636686,-1.2656797487353981,-1.1034489993392236,-1.1035801295733605,-1.29704550469464,-1.241378336117069,-1.185738585679363,-1.2330050746208525,-1.1472852405649716,-1.0206241632251931,-1.1996801137542858,-1.1639495091378098,-1.384043262486847,-1.192039989476203,-1.7186387441919737,-1.6230722216453812,-1.5991147278684055,-1.6280456337983176,-0.7354135197894005,-2.032147292154705,-0.6150133150831838,-0.8613188101433291,-1.8265851529342123,-0.9365398808169223,-1.1864609940601578,-1.301718509402097,-1.2982149479645417,-1.1341054599410838,-1.2348838132481357,-1.4113588823507883,-1.2204249167948862,-1.1485870061620487,-1.2771351667803728,-1.0908622850015501
1772328244.4163291,270,1.0,4.0,0.0,0.0,1.5707963267948966,0.09745599001121508,0.09745599001121508,0.0,97455990.01121508,-1.0029335025469663,-1.4573653289515178,-1.300601518225851,-1.0180134794728128,-1.2156100530159533,-1.3046671515306403,-1.2279166254897862,-1.1755050629979453,-1.2301315343536783,-1.1476804194069412,-0.9227616694881517,-1.1818118312134527,-1.2607093168150558,-1.3884397016095762,-1.0355646652656405,-1.2505556643671585,-1.239696888887511,-1.2356056255824117,-1.1959172720810503,-1.194392585085939,-1.336221854236347,0.09745599001121508,-0.22367003246188477,-1.4694883190975576,-1.9585444877796758,-1.2407042075042967,-1.2682987771390413,-1.2645412998844736,-1.2214197184347773,-1.2087608824683291,-1.630817846157294,-1.1557377762481909,-0.9343875568375064,-1.431334189335608,-0.9689499102771166
1772328244.498787,271,1.0,4.0,0.0,0.0,1.5707963267948966,0.045271521243037904,0.045271521243037904,0.0,45271521.2430379,-1.1006308913982978,-1.5914573182412763,-1.2351717037167202,-0.8395827817419517,-1.3509501637160968,-1.318218865182263,-1.202542925184122,-1.158449787908768,-1.2467242773442602,-1.1501087129245657,-1.3604368401094498,-0.9128333226243637,-1.4768184991858602,-1.314422048857456,-1.129725114074364,-1.2522025408986255,-1.221913840998869,-1.2358959002370713,-1.2099273455056365,-1.2211354042453055,-1.3619203998947622,0.045271521243037904,-0.13894857632500757,-1.015527965489384,-1.8402381944940327,-1.2444223456886223,-1.2475706634009671,-1.231358198089385,-1.2011589051674492,-1.1531437817983374,-1.2199474835333208,-1.0182822964527953,-0.9315217651750765,-1.0094894182073373,-1.2108136666791036
1772328244.5824702,272,3.0,4.0,0.0,0.0,1.5707963267948966,0.37222747471660056,0.37222747471660056,0.0,372227474.71660054,-1.253247410446096,-1.300786888693199,-1.1284293089424753,-0.9894074188956523,-1.143020527722899,-1.2639661149938235,-1.1707253659636225,-1.1964221234824808,-1.2527389827655537,-1.1538322155275604,-1.3039882545457182,-1.192165159245152,-1.3358517093481663,-1.170509597123813,-1.0208447004371526,-1.2222130563513107,-1.2378962323541916,-1.2146849888187634,-1.1922986736653658,-1.1792583679268804,-1.1798097109567778,-0.76382050082928,-0.5050385600374414,0.37222747471660056,-1.7399098563086821,-1.2069316157021066,-1.2129969850774986,-1.1863370163842464,-1.1681421003511079,-1.206746841281276,-1.2399180221459893,-1.1883254275709905,-1.1784739707081289,-1.218629624680236,-1.1975391146587273
1772328244.6658459,273,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-1.2395395326065457,-1.2367428823402977,-1.2004150391119766,-1.2137557522959412,-1.2319458999569295,-1.2465949352496786,-1.2130506292641914,-1.2248428135922924,-1.1717648710924238,-1.1982090709458675,-1.2665613015367154,-1.1529596034240255,-1.1970277067455897,-1.2266810210562966,-1.200025820735195,-1.2333442250900537,-1.2469913061846856,-1.2066294201170704,-1.127224102881445,-1.2317718543734375,-1.421914866198881,-0.8069355257672708,-0.968448635154799,-0.2454179817936395,-1.3229568389602715,-1.5038343076508418,-2.037481908498036,-1.6632529095712798,-0.08040369515463075,-0.45396989035247426,-1.2152160662670217,-1.2417127182141203,-1.1774445983701471,-1.1622692540012907,-1.2244547873085483
1772328244.749541,274,3.0,5.0,0.0,0.0,1.5707963267948966,1.5141310112632518,1.5141310112632518,0.0,1514131011.2632518,-1.1392511295379555,-1.2480057773596982,-1.2872602089953666,-1.1674679717383347,-1.2523628774121858,-1.253760010452272,-1.265949161761899,-1.252939850442391,-1.2148202913785326,-1.137706176961205,-1.3691647492843564,-1.0454971844550596,-1.3759596795987694,-1.0969324227490929,-1.019122125997797,-1.2462981040833117,-1.2278850350242894,-1.2351591867398244,-1.2368984504817067,-1.1589665602405748,-1.4246143608825625,-1.5682103119147204,-1.1312712587441518,-1.3974072214850455,-1.2522305550850097,-1.0691715561356012,-2.4074998387694166,-2.08545709675039,1.5141310112632518,-0.38774256560117815,-1.2246085673104008,-1.228937057129986,-1.197126054421193,-1.1766613932444332,-1.207265997799158
1772328244.8323433,275,3.0,5.0,0.0,0.0,1.5707963267948966,2.161499519526903,2.161499519526903,0.0,2161499519.5269027,-1.0451127344504272,-1.464458878571853,-1.3064374096915028,-0.9657026488426503,-1.3045395975756164,-1.3526488962946999,-1.246886401997375,-1.1603917074670447,-1.2509633601860242,-1.1032213095690386,-1.4616205050492896,-0.9594608496976909,-1.3928808442212155,-1.1972679134926687,-1.0298706328714646,-1.2536008660317495,-1.219340112130655,-1.1898668038686284,-1.2185211442138129,-1.20842530827824,-1.3286854420525356,-1.4470543202226556,-0.8351172012230399,-1.217345144432203,-1.4931561342663922,-1.1020673635086262,-3.0394700812661757,-2.2000637292937926,2.161499519526903,-0.4488802491283712,-1.0699875438198496,-0.9705979789016235,-0.9755749673336698,-1.004037380699798,-1.143387096331965
1772328244.9158163,276,3.0,5.0,0.0,0.0,1.5707963267948966,1.7525704804146864,1.7525704804146864,0.0,1752570480.4146864,-1.1153323787847012,-1.5001960397000356,-1.3670011004210827,-0.9000868678196512,-1.2834484915075894,-1.3244356303734333,-1.2046064382322357,-1.0926462522323441,-1.2686432920269124,-1.0809077120909352,-1.6194816374160812,-0.9075600990724676,-1.3889856802208043,-1.0391981648442945,-0.9710867370470442,-1.262088568459578,-1.198648953276748,-1.221683767042609,-1.2486250696927397,-1.1793179725787608,-1.121405496764837,-1.1201192283772503,-0.7885206685686914,-1.0743917315473237,-1.5530933801047064,-0.7751280993375894,-3.0971095677744844,-2.436928443542533,1.7525704804146864,-0.24811926461688016,-1.1165030141476417,-0.9667201002502561,-0.9328420082142375,-0.9965391154931917,-1.1838646154242292
1772328244.9984305,277,3.0,5.0,0.0,0.0,1.5707963267948966,1.9635101513278668,1.9635101513278668,0.0,1963510151.3278666,-1.1958719725456204,-1.2826634982423175,-1.1155868906482325,-0.7842708568895893,-1.0947681778393001,-1.3330151239651582,-1.2306751287788305,-1.1826254347116278,-1.282745752661914,-1.11301793015217,-1.14466025169614,-1.4286692653500148,-1.3041694526874372,-1.1178202769542076,-1.042499070465455,-1.2628503159106148,-1.2020404579687667,-1.206943536632483,-1.254841834883909,-1.1651034551982233,-1.0455406958509321,-1.5602960062379851,-0.7618177845260845,-1.473349508446395,-1.4842440467171722,-1.3215585138271466,-2.8835580210158844,-2.1869393809961526,1.9635101513278668,-0.29677215776111643,-1.2038065438039944,-1.1252821833231674,-1.09242809920646,-1.1212815190889256,-1.3085581432054203
1772328245.0815172,278,3.0,5.0,0.0,0.0,1.5707963267948966,2.072458514268221,2.072458514268221,0.0,2072458514.268221,-1.1007870555862247,-1.401435303859151,-1.394353079122672,-1.0462786014412164,-1.3628222182777192,-1.365415616681053,-1.2327344695013127,-1.171946069234142,-1.309247769027682,-1.1319310822404718,-1.2876667127211947,-1.3513507069767363,-1.1120046510701953,-1.1183096311461482,-0.9291506921232577,-1.2573893377052943,-1.2112350715679017,-1.1953206295157233,-1.2329395095037827,-1.1976535555903385,-0.9389932082883374,-1.300527608457519,-1.079127321139255,-1.477815685011826,-1.2214846875053271,-1.3927413693358157,-2.2130837694506367,-1.517026605251623,2.072458514268221,-0.4632223204639345,-1.2565626211837084,-1.137597696494782,-1.2284089599143222,-1.132429973176715,-1.2855102164161463
1772328245.1642692,279,3.0,5.0,0.0,0.0,1.5707963267948966,2.7566352792543505,2.7566352792543505,0.0,2756635279.25435,-1.2719000902056803,-1.2854231936244003,-1.2409903098333257,-1.2486745415538008,-1.156882185564302,-1.4556010312558434,-1.3072593578409375,-1.2350077909240476,-1.367655559498734,-1.0467572267958196,-1.1039210681821192,-1.1161638636784392,-1.284856949431533,-1.2652005273342772,-1.1445845537882504,-1.2653680164060603,-1.2260122568621938,-1.190471195038699,-1.2145645874219644,-1.1660213668371884,-1.3122005834818584,-1.1359448594981263,-1.1891455875808699,-1.203661704499925,-1.2385375784084298,-2.043060307867562,-1.9217183496616284,-1.7494513689817643,2.7566352792543505,-0.39009814144350696,-1.211859728319612,-1.1750467032249818,-1.2014396430778078,-1.1963649030166745,-1.2054045445209203
