Time (s),Accel Pitch Angle
0.006356239318847656,-0.7079103948581047
0.11274456977844238,-0.6638129411014613
0.2159593105316162,-0.6225697935222606
0.31870436668395996,-0.5683171482121512
0.42145323753356934,-0.6670750045624537
0.5241427421569824,-0.6671945055552316
0.6268317699432373,-0.6338907203965471
0.7294402122497559,-0.574306001665001
0.8320310115814209,-0.615875969179046
0.9346451759338379,-0.6573626731955186
1.0373201370239258,-0.6467830813531956
1.139936923980713,-0.6298619074047129
1.2425751686096191,-0.605503667962474
1.3452661037445068,-0.6916797287573414
1.4478776454925537,-0.6810826209905986
1.5504345893859863,-0.5958464070316439
1.6530003547668457,-0.6136272608357939
1.755558729171753,-0.6407813435224194
1.8581922054290771,-0.6055398212186888
1.9607512950897217,-0.5614703946784906
2.063438653945923,-0.595917637044202
2.1660850048065186,-0.5754733514317657
2.2687830924987793,-0.6232767805781362
2.3713607788085938,-0.7110328369645548
2.473949432373047,-0.6436303228002702
2.5765221118927,-0.5924222471618569
2.6790921688079834,-0.592174507864745
2.7817299365997314,-0.6022987545162194
2.884570598602295,-0.6468217127450722
2.9872794151306152,-0.7059234013964155
3.0899763107299805,-0.6434765319652741
3.192659616470337,-0.6953944473754652
3.2953810691833496,-0.6579523958852568
3.398040294647217,-0.6304268617414626
3.500774383544922,-0.5860292281969727
3.603487253189087,-0.5725615864411561
3.706129312515259,-0.658306737631145
3.808767080307007,-0.5958107984103437
3.911440849304199,-0.6201489723164352
4.014166593551636,-0.6338149159350023
4.116936922073364,-0.6472082806182431
4.219697952270508,-0.671578164770236
4.322445869445801,-0.6126742115690631
4.42514705657959,-0.7048274231701864
4.527891635894775,-0.664328678064566
4.630813360214233,-0.6436687819954712
4.733530282974243,-0.6575198291947874
4.836250066757202,-0.5809345541927415
4.938972473144531,-0.6117241180377414
5.041739225387573,-0.3817616955928118
5.1445136070251465,-0.8625550040735218
5.250551700592041,-0.7710253130273865
5.355967998504639,-1.4785148744705874
5.461967945098877,-1.6240796238613762
5.567326545715332,-2.0022490639553783
5.6733269691467285,-2.964752764257799
5.7793169021606445,-6.056919441155349
5.885344743728638,-5.822680034659165
5.991793870925903,-8.760574158298715
6.098289966583252,-13.251610776519847
6.20433235168457,-14.532328330513577
6.310331583023071,-16.985623640761226
6.416372776031494,-20.241332022551504
6.521178483963013,-23.900250754165835
6.627737522125244,-27.790863017119097
6.734972238540649,-31.483947419486547
6.840312242507935,-35.39656364812524
6.946100950241089,-40.22950760472802
7.052798271179199,-45.35055258493067
7.1573591232299805,-50.25754477033916
7.263413667678833,-54.638930867268236
7.369342803955078,-58.635432172943425
7.475294589996338,-62.409262674196235
7.581248998641968,-65.90572272295742
7.687302112579346,-69.0917777158216
7.793293714523315,-72.09130285471052
7.899348020553589,-74.60010826860508
8.005330085754395,-76.62535998063423
8.111340522766113,-78.50242369592961
8.21751880645752,-80.33470124276755
8.323511362075806,-82.03818365053638
8.429558992385864,-83.50370809649974
8.53557276725769,-84.8050231608575
8.64159870147705,-89.7772869924979
8.74757981300354,-89.01170722055392
8.85370135307312,-89.07777908771445
8.959739685058594,-89.32892844828493
9.065760850906372,-88.85853330480819
9.171852588653564,-85.90632642584661
9.277881622314453,-78.70352039560608
9.383845806121826,-68.00514514514575
9.48991584777832,-53.1102958719572
9.595961570739746,-42.567145805306176
9.701998472213745,-34.177157201915485
9.807961225509644,-27.46376564863559
9.913938999176025,-22.09510909856295
10.019985914230347,-17.82675783153649
10.125989198684692,-14.416647641086866
10.232055187225342,-11.674292015519681
10.338032007217407,-9.477117704781676
10.444035053253174,-7.719386486647444
10.549972772598267,-6.315281484957625
10.655943393707275,-5.193468998971051
10.7619047164917,-0.6445546137137874
10.8679780960083,-0.6102359454066499
10.973989248275757,-0.7325901428500894
11.079982042312622,-0.6439381251024162
11.186085939407349,-0.6989032644901276
11.29211139678955,-0.7328528482622951
11.398141145706177,-0.6159863195286484
11.504117488861084,-0.620260241027413
11.610061168670654,-0.6061913188484659
11.716057300567627,-0.66401120668308
11.821548461914062,-0.6203715496722274
11.927545070648193,-0.5856439169186174
12.033675193786621,0.3922470143402738
12.139749526977539,-1.1729793713372014
12.24577784538269,3.648840838458285
12.351715326309204,4.951033181233981
12.45763111114502,7.885037182205601
12.563483715057373,10.986840424248141
12.669450759887695,14.86445408993437
12.774997472763062,19.725188194260454
12.877740621566772,25.252877586549367
12.98066234588623,31.224902267501633
13.083561658859253,36.782661859615885
13.1864652633667,42.09468750239007
13.289297819137573,47.27027916254097
13.392046928405762,52.00769787641008
13.494941234588623,56.22762971358175
13.597745656967163,60.25546553524213
13.700500726699829,64.11865379053239
13.803253173828125,67.70239991946937
13.906122922897339,71.18892655325932
14.008864402770996,74.54213582495203
14.111658573150635,77.1584769453106
14.21451735496521,79.3009734123823
14.317329168319702,81.4215028643804
14.420090675354004,83.40587697198389
14.522888660430908,85.28952226254683
14.625502347946167,87.06035731354069
14.72807264328003,88.58183154154989
14.830742835998535,89.82203962052
14.933363199234009,90.93759463028277
15.036027669906616,92.06452883809855
15.138673067092896,93.30884381340245
15.241267442703247,94.36304279598001
15.343843221664429,95.38628754360046
15.446474313735962,100.02111999904812
15.54902982711792,99.50601940784593
15.651634931564331,98.85071893478671
15.754212617874146,96.77059583006434
15.856808185577393,93.45747651538797
15.959357976913452,89.43255692721598
16.061949253082275,88.10031810159711
16.16459012031555,84.55902209395191
16.267197608947754,78.77366819517967
16.36975622177124,71.68214414069172
16.472323894500732,63.97114248083223
16.574871063232422,56.47713707738373
16.677445888519287,48.78296949849824
16.7800133228302,41.115929623614726
16.882664918899536,34.088696845729025
16.985326051712036,27.074121463078413
17.08792471885681,22.028997429973227
17.190565824508667,18.006262455546445
17.293203592300415,14.242378313009098
17.395776748657227,11.272125053876913
17.498388528823853,8.88613316975765
17.6009361743927,6.986247131042372
17.70352792739868,5.45898777994263
17.806105852127075,4.24063911317482
17.912235736846924,-0.6665974283412567
18.014935731887817,-0.7112874483284274
18.117602348327637,-0.7085024096544521
18.220275163650513,-0.6849958115741147
18.322930335998535,-0.6814896851899376
18.425601720809937,-0.6773771895320497
18.52825117111206,-0.6779843918881241
18.630903720855713,-0.6338528158994434
18.733624935150146,-0.6924659811284477
18.836289167404175,-0.6505157368856925
18.938923835754395,-0.6990704596364199
19.041593313217163,-0.6580704674106268
