Time (s),Gyro Pitch Angle
0.006356239318847656,-0.00017215643310919404
0.11274456977844238,-0.00017215643310919404
0.2159593105316162,0.0029817383619956672
0.31870436668395996,-0.0033088363124988973
0.42145323753356934,-0.006444111932069063
0.5241427421569824,-0.009579678589943796
0.6268317699432373,-0.009579678589943796
0.7294402122497559,-0.012711636372841895
0.8320310115814209,-0.012711636372841895
0.9346451759338379,-0.012711636372841895
1.0373201370239258,-0.012711636372841895
1.139936923980713,-0.012711636372841895
1.2425751686096191,-0.01897673064377159
1.3452661037445068,-0.01897673064377159
1.4478776454925537,-0.022109081328380853
1.5504345893859863,-0.025239380192942917
1.6530003547668457,-0.03149920667055994
1.755558729171753,-0.03149920667055994
1.8581922054290771,-0.03463051689323038
1.9607512950897217,-0.03776122321141884
2.063438653945923,-0.04402579361340031
2.1660850048065186,-0.04715878458227962
2.2687830924987793,-0.050292765081394464
2.3713607788085938,-0.0534241262357682
2.473949432373047,-0.05968517507426441
2.5765221118927,-0.06281573587330058
2.6790921688079834,-0.06594584556296468
2.7817299365997314,-0.0722091062925756
2.884570598602295,-0.06907174974912778
2.9872794151306152,-0.06907174974912778
3.0899763107299805,-0.07220578117994592
3.192659616470337,-0.07220578117994592
3.2953810691833496,-0.07220578117994592
3.398040294647217,-0.07847206870792434
3.500774383544922,-0.08787702245172113
3.603487253189087,-0.09101161413127556
3.706129312515259,-0.09101161413127556
3.808767080307007,-0.09101161413127556
3.911440849304199,-0.09414466330781579
4.014166593551636,-0.09414466330781579
4.116936922073364,-0.09728027362143621
4.219697952270508,-0.09728027362143621
4.322445869445801,-0.09728027362143621
4.42514705657959,-0.09728027362143621
4.527891635894775,-0.10041559289675206
4.630813360214233,-0.10041559289675206
4.733530282974243,-0.10668534378055483
4.836250066757202,-0.10982043750118464
4.938972473144531,-0.10982043750118464
5.041739225387573,-0.05023762059863657
5.1445136070251465,-0.11923929559998214
5.250551700592041,-0.4490333958528936
5.355967998504639,-0.7900569034973159
5.461967945098877,-0.7447621173923835
5.567326545715332,-1.6644909337628633
5.6733269691467285,-3.6566592461895198
5.7793169021606445,-5.419686604000162
5.885344743728638,-7.030937580566388
5.991793870925903,-11.154848129081074
6.098289966583252,-16.668090473103803
6.20433235168457,-23.680889236857183
6.310331583023071,-30.073450310737826
6.416372776031494,-35.86508994339965
6.521178483963013,-40.68830105825327
6.627737522125244,-45.698812435148284
6.734972238540649,-50.687785987975076
6.840312242507935,-56.65553515427746
6.946100950241089,-62.983171810628846
7.052798271179199,-67.76998669374734
7.1573591232299805,-71.20237862545764
7.263413667678833,-73.79654510441469
7.369342803955078,-76.51648244063836
7.475294589996338,-79.08366274205036
7.581248998641968,-81.26553434703965
7.687302112579346,-83.31043134967331
7.793293714523315,-84.8405277938582
7.899348020553589,-85.23845783929573
8.005330085754395,-86.00213760655606
8.111340522766113,-87.41570537677035
8.21751880645752,-88.7684918998275
8.323511362075806,-89.82760499930009
8.429558992385864,-90.30634944792837
8.53557276725769,-90.36784375348361
8.64159870147705,-90.05407558288425
8.74757981300354,-89.63343857612927
8.85370135307312,-89.5298545510741
8.959739685058594,-88.6106103862403
9.065760850906372,-80.226765050611
9.171852588653564,-62.703454845177475
9.277881622314453,-39.836408926930744
9.383845806121826,-11.449625664681662
9.48991584777832,-4.515601984167006
9.595961570739746,-4.3181702349102125
9.701998472213745,-4.3181702349102125
9.807961225509644,-4.321404929214623
9.913938999176025,-4.321404929214623
10.019985914230347,-4.327875452872831
10.125989198684692,-4.3343464567442425
10.232055187225342,-4.340818610216957
10.338032007217407,-4.350525028712582
10.444035053253174,-4.353759555669967
10.549972772598267,-4.360227358120028
10.655943393707275,-4.363460830063559
10.7619047164917,-4.363460830063559
10.8679780960083,-4.3666969941114075
10.973989248275757,-4.369932656118181
11.079982042312622,-4.373167175799608
11.186085939407349,-4.369929978565779
11.29211139678955,-4.376401855552103
11.398141145706177,-4.373165575088933
11.504117488861084,-4.373165575088933
11.610061168670654,-4.379633057396859
11.716057300567627,-4.382867045933381
11.821548461914062,-4.382867045933381
11.927545070648193,-4.379630874609575
12.033675193786621,-4.0720121178310364
12.139749526977539,-2.6532465271884575
12.24577784538269,3.8246216427069157
12.351715326309204,11.919659184059128
12.45763111114502,18.81740400858689
12.563483715057373,24.91112134885043
12.669450759887695,30.84355450118892
12.774997472763062,38.26141915487824
12.877740621566772,45.52653872087831
12.98066234588623,51.14620931271929
13.083561658859253,55.65946295246249
13.1864652633667,60.17172331485199
13.289297819137573,64.0147242884268
13.392046928405762,66.56829560961341
13.494941234588623,69.10940707166446
13.597745656967163,72.12322513078107
13.700500726699829,74.95251694490435
13.803253173828125,77.62737873417791
13.906122922897339,80.10567197925411
14.008864402770996,81.26674695813563
14.111658573150635,81.71829894126859
14.21451735496521,82.6533179206308
14.317329168319702,84.14102156530134
14.420090675354004,85.5181230508606
14.522888660430908,86.77611257735407
14.625502347946167,87.75154987233691
14.72807264328003,88.16793671576306
14.830742835998535,88.55633827624843
14.933363199234009,89.34563747607172
15.036027669906616,90.57673421921209
15.138673067092896,91.67316900857259
15.241267442703247,92.2399717164808
15.343843221664429,92.69391463749344
15.446474313735962,92.49036954133771
15.54902982711792,91.85486865317216
15.651634931564331,90.24874166061636
15.754212617874146,87.60327637719456
15.856808185577393,84.10017070127651
15.959357976913452,78.51284697972005
16.061949253082275,69.15588347328594
16.16459012031555,57.33076479373267
16.267197608947754,45.399003611237276
16.36975622177124,34.5706958178198
16.472323894500732,25.66285920329392
16.574871063232422,17.669525361270644
16.677445888519287,9.71904674952384
16.7800133228302,3.3648797689238563
16.882664918899536,-0.8555379317840561
16.985326051712036,-4.406181207741611
17.08792471885681,-4.772573447553441
17.190565824508667,-7.027609244687483
17.293203592300415,-7.181088367360644
17.395776748657227,-7.18735036207363
17.498388528823853,-7.193612880655564
17.6009361743927,-7.187352792243473
17.70352792739868,-7.190483374870382
17.806105852127075,-7.190483374870382
17.912235736846924,-7.190483374870382
18.014935731887817,-7.190483374870382
18.117602348327637,-7.187349990999792
18.220275163650513,-7.184216745372396
18.322930335998535,-7.187349736341275
18.425601720809937,-7.190482887381222
18.52825117111206,-7.190482887381222
18.630903720855713,-7.193615529104136
18.733624935150146,-7.193615529104136
18.836289167404175,-7.193615529104136
18.938923835754395,-7.196747988928109
19.041593313217163,-7.199881089036353
19.144333600997925,-7.2061512764776126
19.247050046920776,-7.209286144643556
